,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
DJURICIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,4.5,6.0,7.0,6.0,6.0,5.5,6.5,7.5,6.0,7.0,6.5,0.0,0.0,0.0,0.0
RAMIREZ,7.0,6.0,5.5,6.0,6.5,5.5,5.5,6.0,5.0,6.0,10.0,7.0,5.0,6.5,9.0,4.5,9.5,5.5,5.5,10.5,6.5,5.0,0.0,5.0,6.0,6.0,5.0,4.0,5.5,0.0,5.5,6.0,5.0,10.0,5.0,5.0,5.0,7.5
LINETTY,6.0,5.5,0.0,5.5,0.0,6.0,10.0,10.0,6.5,9.5,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.5,5.5,6.0,4.5,6.0,5.5,4.5,0.0,5.5,6.0,0.0,6.0,6.0,7.0,5.5,5.0,6.0,6.0
CAPRARI,9.5,6.0,0.0,5.5,0.0,5.0,9.5,10.0,6.0,6.5,0.0,0.0,5.5,0.0,6.0,5.5,5.0,5.0,9.5,6.0,6.0,5.5,8.0,5.5,5.0,10.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,5.0,5.5,4.0,6.0
BONAZZOLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0
QUAGLIARELLA,9.5,10.0,10.0,5.5,6.0,5.5,7.5,9.5,10.0,8.0,10.0,7.5,5.0,7.0,13.5,5.0,9.5,13.5,5.5,17.5,0.0,5.5,10.0,5.5,6.5,0.0,5.0,5.0,9.5,6.0,5.5,5.5,5.5,6.5,5.0,0.0,5.5,13.5
GIAMPAOLO,7.0,6.5,6.5,6.0,7.5,5.0,7.0,7.5,6.0,7.0,7.0,7.5,5.0,6.0,5.5,5.5,5.5,6.5,5.5,7.5,7.0,6.0,7.0,5.5,7.0,7.0,4.5,4.0,5.5,6.0,5.0,6.0,4.5,7.0,5.0,5.0,5.0,6.5
CONSIGLI,3.0,4.0,2.0,7.5,5.5,0.5,7.5,7.0,5.0,2.0,4.0,5.5,4.5,3.5,5.5,7.0,11.5,5.5,5.5,5.0,2.0,-1.0,7.0,4.0,3.0,5.0,5.0,5.0,6.5,6.5,4.0,7.5,6.5,1.0,7.0,7.0,0.0,7.5
LIROLA,5.5,7.5,6.0,6.0,6.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,5.5,6.5,6.0,6.0,6.0,5.5,5.0,6.0,6.0,0.0,5.0,6.0,5.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
CANNAVARO,5.5,5.5,5.0,6.0,5.5,4.5,6.0,6.5,5.0,5.5,5.5,6.0,5.0,4.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ACERBI,6.0,5.5,5.0,6.5,6.5,4.5,6.5,6.0,5.5,5.5,5.5,6.0,5.5,5.5,3.5,6.5,7.0,6.5,5.0,5.0,6.0,4.0,6.5,5.5,5.5,6.5,5.5,6.5,7.0,6.5,5.0,6.5,7.0,5.0,6.5,6.5,6.0,6.0
PELUSO,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,4.5,5.5,5.0,10.0,5.5,5.0,6.5,5.5,6.0,7.5,5.5,6.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,0.0,5.5,6.0,5.5,6.0,5.5,5.0,5.5,0.0,5.5,6.0
SENSI,6.0,10.0,5.5,6.5,5.0,5.5,6.0,5.5,6.0,4.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,6.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
MISSIROLI,5.5,0.0,0.0,6.5,6.5,5.5,6.0,6.5,6.5,5.5,5.0,7.0,5.5,5.0,5.5,6.5,6.5,10.0,5.5,6.5,5.5,5.0,6.0,6.0,4.5,6.5,6.0,5.5,6.0,6.5,6.0,0.0,6.5,6.0,6.0,6.5,5.5,6.0
MAGNANELLI,5.0,5.5,5.5,5.5,4.0,0.0,5.5,6.5,5.0,0.0,0.0,5.0,5.0,4.5,0.0,6.5,6.0,6.0,6.5,6.0,5.0,4.0,5.5,5.0,6.0,5.0,5.5,0.0,0.0,0.0,6.0,6.5,6.5,5.5,0.0,6.0,6.0,5.5
DUNCAN,4.0,6.0,5.5,6.0,6.0,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,5.5,6.0,5.0,6.5,5.0,5.0,5.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,6.5,5.5,7.5,6.5,5.5,5.5
BERARDI,5.0,6.0,0.0,0.0,6.0,8.5,5.0,2.5,5.0,0.0,0.0,3.5,5.0,5.0,5.5,5.0,6.0,0.0,5.0,10.0,5.0,5.0,5.0,5.5,3.5,5.0,0.0,0.0,5.0,5.5,5.5,6.0,5.0,9.0,6.5,9.5,6.0,5.0
FALCINELLI,5.0,5.5,5.5,0.0,5.5,0.0,5.5,6.0,6.0,9.5,5.0,0.0,5.5,5.5,6.0,4.5,10.0,5.0,5.0,5.5,5.5,5.5,0.0,5.5,5.5,5.5,0.0,6.0,0.0,0.0,5.5,5.5,5.0,0.0,8.0,5.5,0.0,6.0
MATRI,0.0,6.0,6.0,6.5,5.5,5.5,5.0,0.0,6.5,0.0,6.0,9.5,5.0,5.0,2.5,10.0,0.0,5.5,6.5,5.0,6.0,6.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLITANO,6.0,0.0,9.0,5.0,0.0,5.0,5.0,10.0,6.0,7.5,6.5,6.5,5.5,5.5,11.5,2.5,8.0,6.5,5.5,6.0,6.0,5.5,5.5,5.5,5.5,6.0,2.0,8.0,10.5,10.0,14.0,6.0,10.0,5.5,10.0,10.0,6.5,4.5
RAGUSA,5.0,5.5,6.0,5.0,0.0,0.0,0.0,6.5,5.5,4.0,5.0,5.0,0.0,0.0,0.0,7.5,6.5,6.0,0.0,5.5,5.5,0.0,0.0,-0.5,6.0,6.0,6.0,0.0,5.5,5.5,0.0,6.0,6.5,5.0,0.0,0.0,0.0,5.5
BUCCHI,5.0,5.5,5.0,6.0,5.5,5.0,5.0,6.5,5.0,5.5,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
SIRIGU,7.0,8.0,4.5,4.5,3.0,4.0,4.0,4.5,3.0,4.5,5.0,5.0,8.5,5.0,5.5,3.0,4.5,7.5,11.0,5.5,7.0,4.5,7.0,5.0,4.5,5.5,3.0,8.0,7.5,8.5,7.0,5.5,4.5,9.5,4.0,5.0,0.0,5.0
ZAPPACOSTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
N'KOULOU,7.0,6.5,5.5,5.5,5.5,5.0,6.0,6.0,5.0,6.5,6.0,6.0,6.5,10.0,6.0,5.0,5.5,7.0,6.5,6.5,6.5,6.0,10.0,5.5,6.0,0.0,5.5,6.0,5.5,7.0,6.5,6.0,5.0,4.5,5.5,6.5,6.5,6.5
MORETTI,6.5,5.5,4.5,0.0,0.0,0.0,5.5,6.5,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,0.0,0.0,6.0,0.0,0.0,6.0,5.0,6.5,6.5,6.5,6.5,6.0,5.0,5.0,0.0,5.0,6.5,5.5
MOLINARO,0.0,6.0,0.0,6.5,0.0,4.0,5.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,7.0,6.5,6.0,5.5,5.5,6.5,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,5.0,5.5
ACQUAH,6.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,8.0,0.0,6.0,5.5,0.0,5.5,4.5,5.5,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,6.5
OBI,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,7.5,6.0,5.5,6.0,0.0,6.0,5.5,6.0,9.5,9.5,6.0,6.5,6.5,5.5,6.0,0.0,0.0,9.5,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0
RINCON,6.5,5.5,6.0,6.0,5.0,5.5,5.5,5.5,5.0,0.0,6.0,6.0,5.5,6.0,10.0,5.5,6.0,6.0,6.5,4.5,6.0,6.5,6.0,5.5,5.5,5.0,5.5,5.0,6.5,0.0,6.0,5.0,5.5,5.5,6.5,5.5,6.0,5.5
IAGO FALQUE,8.0,10.0,6.0,6.5,6.0,10.0,9.5,5.0,5.5,9.0,10.0,6.0,6.0,5.5,7.0,5.5,13.0,6.0,9.5,5.0,11.5,7.5,7.5,6.0,7.0,11.0,6.0,4.5,11.5,5.5,5.5,5.0,0.0,5.5,0.0,6.5,9.5,5.5
LJAJIC,9.5,8.0,7.5,9.5,4.5,5.5,7.5,5.5,6.0,6.5,6.0,6.0,5.5,7.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.5,0.0,7.5,10.0,10.0,6.0,7.0,9.5,6.0,9.0,7.0,0.0,10.0
BERENGUER,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.5,0.0,0.0,10.0,4.5,6.0,6.0,7.5,6.5,7.5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,6.5,5.5
BELOTTI,10.5,5.5,10.0,10.0,5.5,6.0,0.0,0.0,0.0,5.5,5.5,1.5,5.5,6.0,5.5,9.0,6.0,0.0,0.0,0.0,6.0,5.5,10.0,5.0,6.0,17.0,5.0,9.5,7.5,6.0,5.0,1.5,5.5,5.0,5.0,11.5,7.5,5.5
MIHAJLOVIC,7.5,6.0,6.5,6.0,4.5,5.0,6.0,5.0,5.0,6.5,6.5,6.0,6.0,6.0,7.0,4.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SCUFFET,2.5,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
WAGUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SAMIR,5.5,5.5,5.0,0.0,5.0,6.0,8.0,2.0,5.5,0.0,1.5,4.5,7.0,6.5,0.0,0.0,0.0,6.5,5.5,9.5,4.5,0.0,5.0,5.5,6.5,5.0,5.5,5.5,0.0,5.5,5.5,6.0,5.0,5.5,4.5,5.5,6.0,5.5
ANGELLA,4.5,0.0,0.0,6.0,4.5,6.5,5.5,0.0,0.0,0.0,0.0,5.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
NUYTINCK,9.5,6.5,5.5,5.5,7.0,7.0,6.0,5.0,0.0,6.5,5.0,0.0,0.0,5.5,7.0,6.5,6.0,0.0,6.0,6.5,7.0,6.5,5.0,0.0,0.0,0.0,6.0,0.0,5.0,5.5,5.5,4.5,0.0,0.0,0.0,6.5,6.5,5.5
PEZZELLA GIU,5.0,3.0,0.0,5.0,6.0,0.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,5.5,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,5.5
FOFANA,4.5,0.0,6.0,5.5,6.0,10.0,5.0,5.0,0.0,5.0,6.0,5.5,5.5,6.5,5.0,5.5,0.0,6.0,5.5,0.0,6.0,0.0,0.0,5.0,5.5,0.0,5.5,9.5,0.0,0.0,5.5,0.0,4.5,5.0,3.0,0.0,10.0,6.5
PERICA,6.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,0.0,4.5,5.0,5.0,6.5,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,4.5,0.0,5.5,5.0,5.0,5.0,0.0,0.0,5.5,0.0,5.0,0.0,0.0,5.5,5.0
HALLFREDSSON,5.5,6.0,0.0,2.0,0.0,0.0,0.0,4.5,5.5,6.5,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.5,6.0,0.0,5.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.5,7.0,6.5
JANKTO,6.5,10.0,5.5,6.5,6.5,7.0,5.5,5.5,5.5,0.0,6.0,5.5,6.0,13.5,7.0,7.5,8.0,6.5,5.5,5.5,5.5,6.5,6.0,5.0,5.0,6.0,5.5,5.0,5.0,6.0,5.5,10.0,5.0,0.0,5.5,7.5,6.0,5.5
DE PAUL,6.0,6.5,5.5,10.0,6.0,11.0,7.0,7.0,6.0,10.0,5.5,5.5,5.0,0.0,6.0,10.5,0.0,8.0,5.5,7.5,5.0,5.0,5.5,6.0,5.0,5.0,6.0,6.0,4.5,5.5,5.5,6.0,0.0,8.0,6.0,5.5,6.5,7.0
BEHRAMI,0.0,6.0,5.0,0.0,5.5,6.0,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,6.5,5.0,0.0,0.0,10.0,6.0,6.5,5.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.5,6.0,6.0,5.5,0.0,5.5
THEREAU,9.0,10.0,5.5,5.5,6.0,7.5,13.5,9.5,6.0,0.0,0.0,0.0,6.0,9.0,6.0,5.0,5.5,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
LASAGNA,6.0,6.0,10.0,9.0,5.5,5.5,5.0,0.0,6.5,0.0,0.0,5.5,5.5,9.5,10.0,10.0,11.0,10.0,5.0,5.5,6.0,7.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,9.5,9.5,0.0,10.0,13.5,5.5,5.5,6.5,6.0
DELNERI,5.0,6.5,5.5,6.0,5.0,7.0,5.5,3.5,7.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
NICOLAS,7.0,-1.0,2.5,8.0,2.5,4.0,7.0,3.0,3.0,3.5,8.0,3.0,7.5,5.0,4.0,7.5,1.0,3.0,3.0,3.0,5.5,5.5,5.0,4.0,5.0,0.0,7.5,1.0,2.0,8.0,4.5,3.5,3.0,3.0,0.0,5.0,8.0,2.5
CACERES,6.0,4.5,5.5,0.0,0.0,5.0,6.0,5.5,0.0,0.0,5.5,9.0,7.0,0.0,9.5,7.0,0.0,9.0,4.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.0,6.0,5.5,6.0,0.0,4.5
FERRARI A,6.5,5.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,6.5,4.5,5.5,5.0,5.5,10.0,6.0,0.0,0.0,5.0,5.0,6.5,4.0,4.0,6.0,5.5,5.0,0.0,5.0,0.0,5.5,6.0,5.0
HEURTAUX,0.0,4.5,4.5,6.5,5.0,6.5,0.0,0.0,5.5,6.0,6.0,5.5,4.0,0.0,0.0,7.0,4.0,5.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5
VALOTI,5.5,5.0,4.5,5.0,5.0,4.5,5.0,0.0,0.0,0.0,5.5,0.0,6.0,5.5,6.0,6.0,0.0,0.0,0.0,5.0,5.5,5.0,5.0,5.5,13.5,5.0,0.0,5.0,0.0,5.5,6.0,5.0,5.5,9.5,0.0,0.0,0.0,0.0
SOUPRAYEN,5.5,4.5,3.5,0.0,4.5,0.0,5.5,5.0,5.0,6.0,5.0,0.0,0.0,5.5,0.0,0.0,4.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,5.5,6.0,0.0,0.0,5.0,6.0,2.5
ROMULO,6.5,6.0,5.5,6.5,6.0,5.5,9.5,6.5,5.5,6.5,5.5,6.0,8.0,5.5,6.5,9.5,5.0,5.5,5.0,5.5,8.0,5.5,6.0,6.0,5.5,4.5,0.0,6.0,5.0,10.0,5.5,5.5,9.5,5.5,6.0,6.0,7.5,5.0
BUCHEL,6.0,5.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,6.5,5.5,5.0,6.0,0.0,5.5,5.0,5.0,6.0,5.0,5.5,5.5,0.0,4.5,5.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ZACCAGNI,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
FARES,4.5,5.0,0.0,0.0,0.0,5.0,6.5,5.5,5.5,4.0,5.5,6.0,5.0,0.0,6.0,0.0,0.0,0.0,5.5,4.5,5.0,5.0,4.5,5.5,6.0,0.0,6.0,4.5,5.5,6.0,5.5,5.0,5.0,2.0,4.5,5.0,5.0,5.5
VERDE,5.5,5.0,6.0,5.5,0.0,5.0,7.5,9.5,5.5,6.0,5.5,6.0,10.0,5.0,7.5,6.0,5.0,5.5,5.5,5.5,0.0,0.0,6.0,5.0,6.0,4.5,7.5,6.0,5.5,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,5.5
BESSA,5.0,5.5,5.0,6.5,0.0,6.0,5.5,5.0,4.5,5.5,0.0,0.0,0.0,5.5,6.0,11.5,4.5,6.0,5.0,0.0,0.0,0.0,6.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,7.5,0.0,5.0,6.5
CERCI,6.0,0.0,0.0,0.0,5.0,6.5,6.0,6.0,6.0,6.0,7.0,9.5,6.5,5.0,10.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,5.0,5.0,6.0,5.0,5.0,5.5,9.5,5.0
PAZZINI,5.5,4.5,6.0,5.5,4.5,10.0,6.0,9.5,5.5,9.0,5.0,5.5,6.0,0.0,5.5,0.0,5.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
PECCHIA,5.5,4.0,5.0,6.5,4.5,7.0,7.0,5.0,4.5,5.5,5.0,5.0,7.0,5.0,6.0,7.5,4.0,6.0,4.0,4.0,7.5,4.0,6.0,5.0,6.5,4.0,6.5,5.5,4.5,6.5,5.5,5.0,5.0,4.5,5.0,5.5,6.0,5.5
CRAGNO,4.0,7.0,8.0,9.0,3.5,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,5.5,0.0,0.0,5.0,5.0,8.0,7.0,5.0,0.5,4.5,3.5,5.0,2.0,5.0,5.0,1.5,7.0,2.5,5.0,7.0,7.5,2.0
PADOIN,6.0,6.0,6.0,6.0,6.0,4.5,5.5,5.5,5.0,6.0,6.5,6.5,5.5,6.0,5.0,6.5,5.5,9.5,5.5,5.5,6.0,6.5,6.0,5.5,5.0,0.0,5.5,5.5,5.5,5.0,6.0,5.0,5.0,4.5,6.0,7.0,6.0,4.5
JOAO PEDRO,9.5,8.0,9.0,6.0,5.0,5.0,8.5,5.5,0.0,5.0,6.0,9.5,5.0,9.5,6.0,5.0,4.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,5.5
PISACANE,6.5,7.0,6.0,4.5,4.5,0.0,5.5,5.0,6.0,0.0,0.0,0.0,0.0,5.5,5.5,7.0,6.0,6.0,6.0,6.0,3.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.5,5.5,0.0,6.5,4.0,0.0,6.5,5.5,5.0
ANDREOLLI,5.0,6.5,0.0,0.0,5.0,6.0,0.0,5.0,0.0,5.5,6.0,6.0,5.5,0.0,6.0,6.0,5.5,6.5,0.0,0.0,6.0,6.0,6.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.5,6.0,0.0,0.0,5.0
CAPUANO,5.0,6.0,5.0,6.0,0.0,5.0,0.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,7.0,6.0,5.0,5.0,0.0,6.5,5.5,4.0,6.0,0.0,6.0,6.5,6.5,5.5,6.0,4.5,5.0
FARAGO',0.0,5.5,0.0,5.5,5.5,0.0,7.5,6.0,10.0,5.5,10.0,6.5,7.5,7.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CIGARINI,6.0,6.0,5.5,5.5,5.5,5.5,5.0,0.0,5.5,6.0,2.5,6.0,6.0,5.0,5.0,6.0,0.0,6.5,6.0,5.0,9.5,9.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,3.5,0.0,0.0,7.0,5.5
DESSENA,0.0,5.5,0.0,0.0,6.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IONITA,6.0,6.0,6.0,5.5,5.5,5.5,5.0,5.5,5.5,0.0,6.0,5.5,5.5,6.0,7.0,6.0,6.0,6.5,5.5,6.0,5.5,0.0,5.5,6.0,5.5,6.0,5.0,5.0,0.0,5.5,6.0,5.0,6.5,5.0,5.5,6.0,6.5,5.5
BARELLA,7.0,7.0,9.5,5.5,6.0,6.0,5.5,6.0,6.0,9.5,6.0,8.0,7.0,5.0,0.0,6.5,5.0,0.0,6.5,8.5,0.0,6.0,6.0,5.5,4.0,9.5,10.0,9.5,5.5,5.5,6.0,0.0,5.5,5.0,5.5,5.5,5.0,5.5
FARIAS,7.5,6.0,6.0,5.5,0.0,5.5,5.0,5.5,0.0,7.5,5.5,6.0,5.5,0.0,9.5,5.5,5.5,7.5,5.5,5.0,5.0,7.5,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,6.5,1.5
COP,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SAU,6.0,10.0,6.5,5.5,5.0,5.5,6.0,5.5,2.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,0.0,9.5,5.0,5.0,0.0,4.5,0.0,6.0,5.5,5.5,5.5,5.5,6.0,6.5,5.5,0.0,6.0,0.0
RASTELLI,6.0,7.0,6.5,5.0,5.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CORDAZ,7.0,5.5,3.5,1.0,7.5,6.0,5.0,-1.0,5.0,4.5,4.0,5.5,2.5,2.5,8.0,7.5,1.5,6.0,4.0,7.0,5.5,5.5,5.0,3.0,3.0,2.0,5.5,4.0,3.5,7.0,5.5,6.0,5.5,5.0,3.5,5.0,4.5,3.0
MARTELLA,6.0,6.0,6.0,0.0,6.0,5.5,10.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.5,6.5,5.5,6.0,5.5,6.0,6.5,6.5,6.5,6.0,5.0,0.0,6.5,6.0,4.5,6.5,6.0,6.5,6.5,6.5,7.0,7.5,7.0,5.0
CABRERA,6.5,5.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CECCHERINI,0.0,5.0,6.0,4.5,6.0,5.5,6.5,4.0,6.5,6.5,6.5,5.0,5.5,4.5,5.5,6.5,4.5,5.5,6.5,6.0,5.5,6.5,6.0,5.5,5.5,5.0,8.0,5.5,5.5,6.0,6.5,6.5,5.5,7.0,6.0,9.5,6.0,3.0
FARAONI,6.0,0.0,5.5,0.0,6.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,5.5,5.5,7.0,7.5,8.0,6.5,5.5,5.5,6.5,5.0,5.5,10.0,7.5,5.5,5.5,5.5,5.0
STOIAN,5.0,5.0,6.0,6.5,7.5,7.0,5.5,4.5,0.0,5.5,6.0,4.5,0.0,6.0,6.0,6.5,5.0,6.0,5.0,9.5,0.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,7.5,5.0,6.0,0.0,6.5,6.5,5.5,5.5,5.0
IZCO,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
