,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
ROG,0.0,5.0,0.0,5.5,0.0,0.0,6.5,9.5,0.0,5.5,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALLEJON,7.5,0.0,6.0,6.0,0.0,6.5,6.0,6.0,6.0,7.5,5.5,5.0,5.5,0.0,0.0,6.0,6.5,5.5,10.0,6.0,9.0,6.0,6.0,6.5,9.5,0.0,11.0,7.5,5.5,5.5,6.0,6.5,6.0,6.0,7.5,8.0,6.0,7.5
MILIK,6.0,5.5,7.5,0.0,13.5,6.0,0.0,4.5,5.0,10.0,5.0,5.0,10.0,13.5,10.0,0.0,5.5,13.5,10.5,5.0,10.0,5.5,5.0,13.0,5.5,5.5,10.0,9.5,6.0,5.0,9.5,5.5,6.0,6.0,5.0,5.5,5.0,10.0
INSIGNE,5.0,5.0,10.0,13.5,11.5,4.5,10.0,0.0,5.5,11.5,5.5,5.5,7.5,7.0,5.0,6.5,3.5,0.0,0.0,5.5,10.0,5.5,5.0,0.0,3.0,10.0,0.0,0.0,0.0,5.5,6.5,0.0,0.0,9.0,0.0,6.0,5.0,10.0
MERTENS,10.0,5.5,5.5,7.5,5.5,9.5,5.0,10.5,10.0,18.5,7.5,5.5,5.5,0.0,6.5,7.0,5.5,10.0,7.5,5.0,0.0,4.5,6.0,6.0,6.0,5.0,13.0,10.0,5.5,10.0,7.5,10.0,10.0,10.0,0.0,11.5,10.0,6.0
ANCELOTTI,7.0,5.0,6.5,7.0,7.0,5.5,7.0,7.0,6.0,7.0,7.0,5.5,7.0,7.0,6.5,6.5,5.5,6.5,7.5,4.5,7.0,6.0,6.0,7.5,7.0,6.0,6.5,7.0,5.5,5.5,6.5,5.5,7.0,6.5,6.5,8.0,6.0,7.0
OLSEN,2.5,4.0,4.5,3.5,7.0,4.5,7.0,5.0,5.0,4.5,5.5,0.0,4.5,4.5,2.5,6.0,5.0,7.5,3.5,2.5,5.0,0.0,6.5,3.5,2.5,5.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
FLORENZI,9.0,0.0,8.0,5.5,0.0,6.0,6.0,6.0,6.0,10.0,5.5,0.0,7.0,5.5,5.0,6.0,6.0,6.0,0.0,5.5,5.5,6.0,5.5,0.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0,5.5,6.5,6.5,10.0,6.0,5.5,6.0
MANOLAS,8.0,5.5,6.0,5.5,6.0,6.0,6.5,0.0,6.5,0.0,6.0,0.0,6.5,5.0,6.0,6.5,6.0,6.5,6.5,5.0,5.5,0.0,6.5,6.5,0.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,6.0,4.5,6.5,0.0,0.0,6.0
FAZIO,5.0,9.0,0.0,5.0,6.0,8.5,6.0,4.0,6.0,5.5,0.0,6.0,0.0,5.0,10.0,5.5,5.5,6.0,6.0,6.0,5.5,6.5,9.5,5.5,4.0,0.0,5.5,5.0,6.0,6.5,6.5,6.5,10.0,6.0,7.0,5.5,5.0,5.5
KOLAROV,5.5,5.5,5.0,6.0,10.0,10.0,0.0,0.0,5.0,6.5,7.5,6.0,9.5,10.0,6.0,6.0,6.5,5.0,10.0,5.0,6.0,10.0,9.5,5.5,3.5,0.0,0.0,4.5,4.5,6.0,0.0,6.5,10.0,5.5,5.5,6.5,6.5,6.0
STROOTMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
DE ROSSI,6.0,5.0,5.5,5.5,6.5,6.5,6.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.5,6.0,5.5,0.0,0.0,5.5,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5
PASTORE,11.0,5.0,0.0,5.5,10.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.5,6.5,5.0
SCHICK,6.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,9.5,5.5,5.5,5.0,-0.5,4.5,10.0,0.0,6.0,0.0,6.0,6.5,0.0,0.0,0.0,10.0,5.0,5.0,0.0,5.5,5.5,0.0,0.0,5.0,0.0,0.0,6.0,6.0
UNDER,6.5,0.0,6.0,5.5,11.5,0.0,5.5,5.0,7.5,5.0,0.0,6.0,9.5,5.5,5.5,5.0,6.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,5.5,6.0,0.0,8.0,5.5,7.5,6.0
KLUIVERT,5.5,0.0,0.0,5.5,0.0,0.0,0.0,5.5,0.0,6.0,6.5,5.0,6.0,7.0,11.5,5.5,6.5,5.0,5.0,5.5,0.0,0.0,5.5,0.0,0.0,6.5,5.0,0.0,8.5,6.0,0.0,0.0,8.0,5.0,5.5,5.0,0.0,8.0
DZEKO,6.0,5.0,7.0,4.5,0.0,5.0,10.0,4.5,5.5,5.0,6.0,6.0,0.0,0.0,0.0,5.5,6.0,5.0,5.5,13.5,6.0,11.5,6.0,13.5,5.0,0.0,5.5,5.0,6.0,6.5,9.5,6.0,6.0,7.5,11.0,6.0,5.0,9.5
EL SHAARAWY,0.0,6.0,9.5,0.0,9.5,5.0,7.0,5.0,10.0,5.0,13.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.5,6.0,10.0,6.5,7.0,5.0,9.5,5.5,0.0,0.0,6.0,7.5,10.0,6.5,10.0,6.5,5.5,5.5,5.0
CRISTANTE,5.0,5.5,9.5,4.0,0.0,6.0,6.0,5.0,5.5,6.0,8.0,6.0,6.0,9.0,10.0,5.5,7.5,10.0,5.0,4.5,0.0,5.5,4.5,6.0,5.0,5.5,4.5,6.0,5.5,6.5,5.5,5.5,0.0,5.5,6.5,6.5,6.0,6.0
DI FRANCESCO,6.0,5.5,5.5,4.5,6.5,7.0,6.0,5.0,6.5,6.0,7.0,5.0,6.5,5.0,6.0,5.5,7.0,6.5,6.5,5.5,6.0,7.0,7.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
AUDERO,5.5,7.0,7.5,4.5,7.0,4.5,7.5,7.0,2.5,1.5,1.5,5.5,5.0,4.0,7.0,4.0,7.0,4.0,3.0,6.5,3.5,5.0,4.0,7.5,4.5,4.5,3.0,7.5,4.5,4.5,7.0,0.5,4.0,3.0,8.0,0.0,0.0,5.5
SALA,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,7.0,0.0,0.0,0.0,6.5,6.0,6.0,5.0,5.5,0.0,0.0,0.0,0.0,6.5,6.0,5.0,0.0,6.5,0.0,6.5,6.5,5.0,5.5,0.0,5.5,0.0,5.5,5.0
ANDERSEN,6.0,7.0,7.0,6.0,6.0,6.5,6.0,6.0,5.5,5.0,5.5,5.0,6.5,5.0,7.0,5.0,6.0,0.0,5.0,6.5,5.0,6.0,6.5,6.5,6.5,6.0,6.0,6.5,5.0,6.5,6.5,4.5,0.0,0.0,0.0,0.0,0.0,5.0
TONELLI,0.0,6.5,0.0,6.0,0.0,6.0,10.0,6.5,5.0,5.0,0.0,6.5,5.0,0.0,6.5,6.0,0.0,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,6.5,0.0,2.5,4.5,0.0,4.5,0.0,0.0,5.0
MURRU,5.0,6.5,6.0,6.0,6.0,5.5,7.0,6.0,5.5,5.0,4.5,6.0,6.0,7.5,5.5,8.0,7.5,5.5,4.5,6.0,4.0,0.0,5.0,6.5,0.0,5.0,7.5,6.5,4.5,5.5,6.5,5.0,5.5,6.0,5.0,0.0,0.0,6.5
BARRETO,4.5,7.0,8.0,6.0,6.0,6.5,0.0,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5,7.5
EKDAL,6.0,6.5,6.5,6.5,5.5,5.5,6.0,5.5,5.5,4.5,0.0,6.5,6.0,6.5,6.5,5.5,6.5,6.5,5.5,6.5,5.0,5.5,6.5,5.5,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.5,6.0,5.5,5.5,0.0,5.5
LINETTY,6.0,6.5,6.5,4.5,6.5,10.0,5.0,0.0,4.5,5.5,4.5,0.0,7.0,5.5,6.0,6.0,6.5,5.5,0.0,10.0,5.0,5.5,5.0,0.0,7.5,6.0,11.5,6.5,5.5,6.0,5.5,6.0,5.5,0.0,0.0,5.5,5.5,5.0
PRAET,0.0,0.0,0.0,6.0,4.5,5.5,6.0,5.5,5.5,5.0,5.5,5.5,10.0,6.5,9.0,6.5,6.0,6.0,6.0,5.5,0.0,6.0,5.5,6.5,6.0,6.5,10.0,6.0,5.5,6.0,6.5,6.0,6.0,7.5,5.5,6.0,6.5,6.0
CAPRARI,0.0,0.0,10.0,0.0,0.0,5.5,5.5,5.5,5.5,5.0,5.5,5.5,9.0,6.0,10.0,13.0,6.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,5.5,10.0,10.0
RAMIREZ,4.5,6.0,7.5,5.5,5.0,0.0,7.5,5.5,0.0,0.0,5.0,7.0,10.5,6.0,6.0,10.0,11.0,5.5,9.5,0.0,5.5,5.5,0.0,0.0,0.0,5.5,0.0,6.0,5.5,0.0,5.5,5.5,3.5,0.0,0.0,0.0,5.5,6.0
QUAGLIARELLA,5.0,11.5,11.5,6.5,5.0,8.5,6.5,6.0,10.5,5.5,0.0,10.0,13.5,10.0,9.5,9.0,10.0,10.0,13.5,15.0,5.5,5.0,6.0,9.5,14.0,9.5,11.5,6.5,5.0,5.5,11.0,5.0,10.0,13.5,9.0,5.0,5.5,5.5
KOWNACKI,6.0,0.0,9.5,0.0,1.5,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFREL,6.0,13.5,13.0,5.0,5.5,10.0,6.0,5.0,5.5,5.5,9.5,5.0,6.0,0.0,6.0,5.5,6.0,6.0,5.5,6.0,5.0,5.5,6.0,5.0,6.5,0.0,11.5,10.0,7.5,5.5,10.0,5.5,5.0,10.0,0.0,5.0,9.5,5.0
GIAMPAOLO,5.0,8.0,7.5,6.0,5.5,7.0,7.0,6.0,5.0,4.5,5.0,6.0,7.0,6.5,6.5,7.0,7.0,6.0,6.5,8.0,5.0,5.0,6.0,6.5,7.0,5.5,7.5,6.5,5.5,5.5,7.0,5.5,6.0,5.5,5.0,5.5,7.0,6.5
CONSIGLI,4.0,3.0,4.0,5.0,8.0,1.5,4.5,7.0,4.0,7.0,5.0,3.5,7.0,2.5,8.0,5.5,3.5,0.0,7.5,7.5,5.5,1.5,3.5,5.0,2.5,0.0,1.0,4.5,11.5,5.0,11.0,5.0,11.5,4.0,3.5,7.5,0.0,7.5
LIROLA,5.5,9.5,6.0,7.5,6.0,5.5,5.5,6.5,0.0,6.5,7.5,0.0,6.0,6.0,6.5,7.0,6.0,5.0,6.0,6.5,5.0,4.5,5.0,0.0,3.5,6.0,7.0,5.5,9.0,6.0,6.0,3.5,6.5,7.5,10.0,5.5,5.5,6.5
MAGNANI,6.0,5.0,0.0,0.0,6.5,0.0,5.5,7.0,5.5,7.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,7.0,6.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0
FERRARI G,5.5,9.5,5.0,10.5,6.5,5.5,5.5,6.0,5.0,6.5,10.0,4.5,5.0,5.5,6.5,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,5.0,6.0,7.0,0.0,6.0,6.0,6.5,10.0,4.5,6.0,5.0,6.5
ROGERIO,5.5,6.0,5.5,5.5,5.5,5.5,4.0,0.0,5.0,6.0,0.0,5.5,5.5,5.0,5.5,5.0,0.0,5.0,5.5,6.0,5.5,5.5,4.5,5.0,0.0,6.0,0.0,5.5,6.0,10.0,0.0,6.0,5.5,5.5,5.5,6.0,5.0,6.0
BOURABIA,0.0,6.0,5.5,6.0,6.0,6.0,6.0,6.5,6.0,0.0,0.0,5.0,5.5,6.5,6.0,6.0,5.5,5.5,6.0,6.0,5.5,5.0,5.0,0.0,6.0,5.0,0.0,5.5,6.0,0.0,4.5,6.0,6.0,5.5,8.0,0.0,5.0,6.0
SENSI,7.5,0.0,0.0,5.5,0.0,5.5,0.0,6.0,6.5,6.5,6.0,6.0,5.5,9.5,6.5,5.5,0.0,4.5,6.0,0.0,6.0,6.0,4.5,8.0,6.0,0.0,4.5,6.0,0.0,7.0,5.0,10.0,8.0,6.0,6.0,0.0,0.0,5.5
MAGNANELLI,0.0,0.0,0.0,0.0,6.5,0.0,5.5,6.5,5.5,6.5,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,6.0,6.5,0.0,0.0,0.0,4.5,6.0,5.0,0.0,5.5,6.5,6.0,6.5,6.0,6.0,5.5,5.5,6.0,3.5,6.0
DUNCAN,6.0,5.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.0,6.5,11.5,8.0,0.0,0.0,13.0,6.5,7.5,5.5,0.0,5.0,3.0,0.0,6.5,8.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.5,6.0,7.0,6.5
BERARDI,10.0,6.5,4.5,6.0,0.0,5.5,6.5,5.5,7.5,6.0,5.5,5.5,6.0,7.0,10.5,6.0,5.5,5.0,6.0,6.5,6.0,5.0,5.0,0.0,6.0,10.0,5.0,5.5,10.0,10.0,6.0,7.5,10.0,6.0,0.0,6.0,7.5,10.0
BOATENG,9.0,10.5,6.0,10.0,0.0,6.0,5.5,0.0,10.0,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
BABACAR,6.5,11.5,9.5,5.5,6.0,6.0,5.5,5.0,5.0,0.0,0.0,9.5,5.5,10.0,5.5,6.0,9.0,0.0,0.0,10.0,5.5,5.0,5.0,0.0,0.0,0.0,9.5,5.0,7.0,0.0,5.5,0.0,6.0,5.5,5.5,0.0,0.0,0.0
DI FRANCESCO F,5.5,0.0,6.0,12.5,0.0,5.5,0.0,5.5,5.0,10.0,0.0,0.0,5.5,6.5,6.0,5.5,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
BOGA,5.5,0.0,0.0,0.0,6.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,6.0,6.0,5.0,6.0,6.5,7.5,10.0,10.0,6.0,6.5,6.0,6.0,6.0,10.0,6.5,6.5,5.5,6.0
DE ZERBI,6.5,7.0,6.0,7.0,7.0,5.5,5.5,6.5,6.5,6.5,6.5,5.5,6.0,6.0,7.0,5.0,5.0,4.0,6.5,7.0,6.5,5.5,4.5,5.5,6.0,6.5,4.5,5.5,7.0,6.5,6.0,6.0,7.0,6.5,6.0,6.5,5.5,7.0
SIRIGU,4.5,7.5,5.0,3.0,7.0,7.5,3.0,3.0,6.0,8.5,4.5,7.0,5.0,7.5,7.5,0.0,0.0,5.0,3.0,7.5,7.0,11.5,7.5,7.5,7.5,5.0,3.5,6.0,5.0,7.0,5.5,8.5,8.5,5.5,4.0,2.0,5.5,5.0
IZZO,5.5,6.5,6.5,5.0,5.5,6.5,5.0,6.0,6.0,10.0,4.5,6.5,6.0,6.5,6.0,6.0,6.5,5.5,0.0,10.0,6.5,6.0,6.5,10.5,6.5,5.5,9.5,6.5,6.5,5.5,7.0,6.0,7.5,7.0,6.0,5.0,6.5,6.0
BREMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.5,0.0
N'KOULOU,5.5,10.0,6.5,5.5,6.0,6.5,6.0,6.0,6.5,6.5,5.0,7.0,5.0,6.5,6.0,6.0,10.0,7.0,6.5,7.0,4.0,0.0,7.0,6.5,7.0,6.0,5.0,0.0,6.5,6.5,6.0,5.5,7.0,6.5,5.5,5.0,6.0,6.0
MORETTI,5.0,5.5,5.5,4.5,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.0,0.0,6.0,6.5,5.0,6.5,6.5,6.0,0.0,6.5,6.5,6.0,6.0,6.0,6.0,0.0,5.0,5.0,0.0,6.0
DE SILVESTRI,6.0,6.0,5.5,0.0,5.5,6.0,0.0,6.0,5.5,7.5,5.0,6.0,6.0,0.0,0.0,6.0,9.5,6.5,5.0,6.0,5.5,0.0,5.5,6.0,6.0,6.0,0.0,6.0,7.0,6.0,6.0,0.0,6.5,5.5,9.0,6.0,10.0,6.0
AINA,6.5,5.5,6.0,5.0,5.0,5.5,5.5,0.0,7.0,7.5,5.5,0.0,6.5,6.5,6.0,5.5,6.5,0.0,6.0,5.0,6.5,10.0,5.5,6.0,0.0,7.0,4.0,0.0,0.0,0.0,5.0,6.0,0.0,6.0,0.0,4.5,7.5,5.5
BASELLI,0.0,6.0,5.5,5.5,5.5,0.0,9.5,9.5,6.0,6.0,10.0,6.5,6.0,5.5,6.5,6.0,7.5,6.0,0.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,5.5,9.5,6.0,6.5,6.5,5.5,0.0,5.5,6.0,5.0,6.0,6.0
RINCON,5.5,6.0,0.0,5.5,6.0,5.5,10.0,6.0,5.5,6.0,5.0,0.0,6.5,6.5,6.5,4.5,5.5,5.5,9.0,6.5,6.0,6.0,5.5,0.0,10.0,5.5,5.0,6.5,6.0,6.0,5.5,6.0,7.0,5.5,0.0,5.0,0.0,6.5
SORIANO,6.0,7.5,7.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.5,5.5,6.0,5.5,6.0,9.5,6.0,5.5,0.0,6.0,5.5,5.0,9.5,0.0,5.5,6.5,5.5,0.0
MEITE',9.5,6.5,10.0,6.0,5.0,5.0,5.5,6.5,6.0,5.5,0.0,6.5,6.5,5.5,5.5,6.0,6.0,4.5,0.0,0.0,6.0,6.0,6.5,7.5,6.0,5.0,5.0,0.0,5.5,6.0,6.5,6.5,6.0,6.0,7.5,5.5,7.5,5.5
BERENGUER,0.0,0.0,6.0,5.5,5.5,7.5,10.0,6.5,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,-0.5,6.5,0.0,7.0,6.0,6.0,5.5,5.5,7.5,10.5,6.5,5.5,4.5,0.0,6.0
IAGO FALQUE,7.5,6.5,6.0,0.0,0.0,5.0,0.0,11.5,6.5,10.0,5.0,5.5,6.5,6.5,0.0,6.0,10.0,5.5,5.0,0.0,0.0,5.5,0.0,10.0,6.0,8.0,5.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.5,10.0,6.0
BELOTTI,9.5,6.0,5.5,9.5,5.0,5.5,5.5,5.0,5.0,13.5,5.5,5.5,9.5,5.5,6.5,10.0,6.5,10.0,5.5,5.5,5.5,6.5,6.0,6.0,10.0,13.5,5.5,5.5,14.0,5.0,0.0,5.5,10.0,6.5,10.5,7.0,6.5,6.0
MAZZARRI,7.0,6.5,5.5,5.5,5.0,7.0,6.5,6.0,5.0,0.0,5.0,0.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.5,7.0,7.0,7.0,5.0,6.0,7.0,5.5,6.0,6.5,6.5,6.0,6.5,5.0,7.0,4.5
SCUFFET,7.0,5.0,5.0,8.0,4.0,4.0,5.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
STRYGER LARSEN,6.0,5.5,5.5,6.0,4.5,6.5,5.5,5.5,7.5,6.0,6.0,6.5,6.0,4.5,6.0,7.5,6.0,7.5,5.5,5.0,10.0,5.5,5.5,5.5,7.5,5.0,5.0,5.5,0.0,6.0,5.5,5.0,6.0,5.5,6.5,6.5,0.0,5.5
TROOST-EKONG,6.5,6.0,6.5,6.0,5.5,5.0,5.0,5.0,6.5,5.0,6.0,6.5,6.5,5.5,6.5,5.5,6.5,6.5,5.0,5.0,6.5,5.5,6.0,5.0,6.5,4.5,5.5,7.0,0.0,5.5,4.5,5.0,0.0,0.0,6.0,5.0,5.5,6.0
NUYTINCK,5.5,6.0,7.0,6.0,6.5,5.5,5.0,6.0,0.0,3.5,0.0,6.5,6.0,5.0,6.5,6.0,6.5,5.5,5.0,5.0,6.5,5.0,6.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,6.0,0.0,0.0,5.5
SAMIR,6.5,5.5,5.5,6.5,5.5,5.5,5.0,5.5,5.5,4.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,6.0,6.0,5.5,0.0,9.5,9.5,6.0,7.0
FOFANA,7.0,4.5,5.5,6.5,6.5,6.5,5.5,4.5,5.5,6.5,5.0,6.5,6.0,5.5,5.5,5.5,5.5,6.5,6.0,5.5,6.0,5.5,5.5,0.0,0.0,4.0,11.0,7.5,8.0,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9.5
MANDRAGORA,6.0,0.0,6.0,6.0,5.5,6.0,5.0,5.5,0.0,6.0,4.5,6.0,5.5,5.0,5.0,10.0,4.5,4.5,0.0,5.0,6.0,5.0,6.0,5.5,5.0,0.0,5.0,10.0,6.0,9.5,5.5,5.0,6.0,6.0,5.5,5.0,7.5,6.0
BARAK,0.0,0.0,0.0,0.0,5.0,0.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
TEODORCZYK,5.5,5.5,5.0,5.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0
DE PAUL,10.0,5.0,10.0,11.5,6.5,6.0,4.5,6.0,11.0,5.5,2.5,9.5,5.0,5.0,6.0,6.5,6.0,0.0,6.0,5.0,6.5,0.5,6.0,2.0,9.5,6.5,6.0,6.0,6.5,13.5,6.0,6.5,6.5,6.0,8.0,10.0,0.0,10.0
BEHRAMI,7.0,6.0,5.5,5.5,0.0,5.5,6.0,6.0,5.0,0.0,0.0,6.0,6.5,0.0,6.0,5.5,0.0,10.0,5.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACHIS,6.0,5.5,5.0,6.0,5.0,-0.5,0.0,0.0,0.0,0.0,7.5,5.5,6.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
PUSSETTO,0.0,5.5,8.0,5.5,5.0,9.5,6.0,4.5,5.5,5.5,9.5,6.0,6.5,5.5,5.0,5.5,5.0,11.0,0.0,5.5,6.0,6.0,6.0,0.0,10.0,4.5,6.0,8.5,6.0,0.0,5.5,5.5,5.0,5.5,0.0,5.5,6.0,0.0
LASAGNA,5.5,5.0,5.0,10.0,5.0,5.0,4.0,5.5,9.5,5.5,5.0,0.0,6.0,8.5,0.0,5.0,5.5,2.5,5.5,6.0,0.0,6.0,5.0,6.0,0.0,10.0,9.5,5.5,10.0,6.5,5.5,5.5,5.5,6.0,7.5,6.0,5.5,4.5
VELAZQUEZ,7.0,5.5,6.0,7.0,5.5,5.5,5.0,5.0,6.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
CRAGNO,4.0,7.0,6.0,4.5,11.5,4.0,8.0,6.5,5.0,3.0,4.0,8.0,6.0,4.5,5.5,2.5,7.5,7.5,4.0,3.0,5.5,3.5,4.5,6.0,5.5,4.5,5.5,8.0,4.5,6.0,5.5,7.0,3.5,5.0,4.5,6.0,3.5,3.0
FARAGO',0.0,6.0,0.0,0.0,0.0,5.5,6.0,8.0,0.0,5.5,0.0,0.0,6.0,5.0,6.0,5.0,5.5,6.0,5.5,5.5,6.0,4.5,0.0,6.0,6.0,0.0,6.0,6.0,5.5,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0
CEPPITELLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,5.0,5.5,6.0,5.0,4.5,0.0,0.0,6.5,4.0,0.0,5.5,6.5,3.5,7.5,7.0,6.5,5.5,9.5,6.0,5.5,5.5,0.0,6.5,4.5,6.0,0.0,0.0,0.0,5.5
PISACANE,0.0,0.0,0.0,0.0,6.0,5.5,5.5,7.0,6.0,5.0,0.0,0.0,0.0,0.0,6.5,5.0,6.5,5.0,5.5,5.0,6.0,6.0,5.5,6.5,5.5,6.0,6.5,10.0,5.5,0.0,5.0,0.0,4.0,0.0,0.0,6.0,7.5,4.0
ROMAGNA,5.0,6.5,6.5,4.5,0.0,0.0,6.5,0.0,0.0,0.0,6.0,6.5,0.0,0.0,7.0,6.0,0.0,5.5,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,7.0,5.5,6.0,0.0,4.5
LYKOGIANNIS,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,7.5,0.0,4.5,0.0,0.0,5.5,0.0,5.5,0.0,0.0,5.5,5.0
