,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
SIRIGU,2.0,5.0,2.0,3.0,0.5,7.0,2.0,4.0,4.5,3.0,0.0,0.0,5.0,7.5,5.0,4.5,7.5,3.0,5.0,1.5,7.5,7.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
IZZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,9.0,9.5,6.5,5.5,6.0,6.0,0.0,5.5,6.0,6.5,5.5,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
VOJVODA,6.5,6.0,5.5,7.0,6.0,5.5,0.0,0.0,0.0,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BREMER,5.5,6.0,0.0,5.0,10.0,6.5,6.0,5.5,0.0,0.0,5.5,6.0,6.5,6.5,10.0,5.5,6.5,0.0,5.5,9.5,6.0,10.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
N'KOULOU,5.0,0.0,5.5,6.0,4.0,0.0,5.0,0.0,9.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ANSALDI,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.5,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.0,6.0,6.0,5.5,8.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MEITE',5.5,6.0,5.5,6.0,6.0,5.5,7.5,10.0,5.5,5.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,6.0,5.0,6.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
LUKIC,5.5,9.5,6.0,10.0,10.0,6.0,0.0,0.0,5.5,5.5,6.0,5.5,6.0,6.0,6.5,5.5,5.5,5.5,6.0,5.5,5.5,5.0,6.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
RINCON,7.0,6.0,5.0,5.5,5.0,5.5,6.0,6.0,6.5,5.5,6.0,6.0,6.5,6.5,6.0,5.5,0.0,5.5,6.0,6.5,5.5,6.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
LINETTY,5.0,6.5,5.0,10.0,6.0,5.5,5.5,5.5,5.5,5.5,6.0,6.0,5.5,6.0,5.0,6.0,4.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MILLICO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERENGUER,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
VERDI,5.5,6.0,5.0,5.0,6.5,4.5,6.0,7.5,0.0,0.0,0.0,10.0,6.0,4.5,6.5,5.0,5.0,6.0,7.5,7.5,5.5,0.0,6.0,0.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ZAZA,5.0,0.0,0.0,0.0,0.0,0.0,9.5,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,5.5,5.0,5.0,5.0,14.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
BELOTTI,13.5,6.5,13.5,11.5,10.0,5.0,0.0,10.0,6.5,11.5,10.0,6.5,6.5,9.5,5.0,5.5,6.0,7.5,9.5,7.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
GIAMPAOLO,5.5,6.0,4.5,6.0,5.5,5.5,6.0,5.5,6.0,5.5,6.0,5.5,6.0,6.5,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MUSSO,5.5,5.0,0.0,0.0,3.0,7.0,7.0,4.5,6.0,3.5,7.5,5.0,3.5,2.0,4.0,5.5,4.0,7.5,7.5,7.0,2.5,4.0,7.5,5.5,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
RODRIGO BECAO,5.5,5.0,5.0,5.0,5.0,6.5,6.5,6.5,5.5,5.0,6.5,6.0,5.0,0.0,6.0,5.5,6.0,6.0,6.5,0.0,0.0,5.0,6.0,10.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
DE MAIO,6.0,6.5,6.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,-0.5,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SAMIR,5.5,6.5,9.5,5.5,6.5,6.5,6.5,6.0,6.5,4.5,5.5,7.0,5.5,4.5,5.0,4.5,6.5,6.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MATOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
TER AVEST,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
DE PAUL,6.5,6.5,6.5,7.5,10.0,6.5,10.0,8.0,6.5,10.5,6.5,6.5,6.5,5.0,6.5,6.0,10.0,6.0,8.5,0.0,6.0,7.5,7.5,7.5,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
PALUMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
FORESTIERI,5.5,6.0,6.0,7.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
COULIBALY,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ZEEGELAAR,5.5,0.0,0.0,0.0,0.0,6.0,6.5,6.5,5.5,6.0,6.0,6.5,5.5,9.0,5.5,5.5,5.0,5.5,6.0,6.0,5.5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
OUWEJAN,6.0,6.5,7.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
LASAGNA,5.0,5.0,5.5,5.0,6.0,0.0,5.5,0.0,6.0,0.0,0.0,10.0,4.5,5.0,5.0,9.5,5.0,6.0,6.0,5.0,6.5,5.0,6.0,9.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
OKAKA,5.5,5.0,7.0,13.5,6.0,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
NESTOROVSKI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,0.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
GOTTI,5.5,6.0,7.0,5.5,5.5,6.0,6.5,7.5,6.5,7.0,6.0,6.5,5.0,5.0,6.5,6.0,5.5,6.5,6.5,6.5,5.0,6.5,6.5,7.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SILVESTRI,7.0,5.0,7.5,5.5,5.5,5.5,4.0,8.0,5.5,6.0,4.0,5.0,4.5,7.5,5.0,5.0,5.0,5.5,2.5,2.0,4.0,3.5,5.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
CETIN,6.5,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
GUNTER,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
RUEGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
EMPEREUR,0.0,0.0,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
LOVATO,6.0,5.5,6.5,7.0,5.5,4.5,0.0,6.5,5.5,6.5,5.0,0.0,5.0,0.0,6.0,5.5,0.0,6.0,0.0,6.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
FARAONI,6.0,5.5,6.0,5.0,0.0,0.0,0.0,6.0,7.5,6.5,5.5,5.5,6.0,7.5,4.0,6.0,6.0,7.5,5.0,5.5,0.0,10.0,6.5,10.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DANZI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
MIGUEL VELOSO,6.5,0.0,0.0,0.0,0.0,0.0,6.5,11.0,5.5,6.0,5.0,9.5,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DIMARCO,6.0,4.5,5.5,0.0,9.0,6.0,5.5,6.5,6.5,6.5,6.0,5.5,4.5,6.5,10.5,10.0,5.5,9.0,5.5,5.0,7.5,0.0,6.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
TAMEZE,6.5,5.5,5.5,6.0,6.0,5.0,5.5,6.5,5.5,10.0,5.5,5.5,5.5,6.5,5.5,6.5,0.0,6.5,5.5,5.0,6.5,6.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BARAK,6.5,5.5,0.0,6.0,13.5,9.5,6.5,6.0,6.0,6.5,4.5,0.0,0.0,6.5,5.0,7.5,6.0,10.5,5.0,6.0,10.0,8.0,9.5,6.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
TUPTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ZACCAGNI,6.5,5.5,0.0,7.5,7.5,7.0,6.5,10.0,10.0,6.5,9.5,5.0,6.0,10.5,7.5,7.5,5.0,11.0,5.0,5.0,0.0,6.5,6.5,6.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DI CARMINE,5.5,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.5,0.0,5.0,0.0,0.0,0.0,5.5,6.0,6.0,6.5,5.0,5.0,5.5,5.5,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
ILIC,0.0,6.5,6.0,6.0,6.0,6.0,6.0,6.5,0.0,0.0,0.0,6.0,10.0,0.0,5.5,6.5,5.5,6.0,5.5,6.0,5.5,10.0,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
JURIC,6.5,5.5,5.5,6.5,6.5,6.0,5.5,7.0,6.5,7.0,5.5,5.5,6.5,6.0,6.0,7.0,5.5,7.0,5.5,5.5,7.0,6.0,7.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
CRAGNO,4.5,1.5,4.0,4.5,3.0,7.0,4.5,4.5,5.5,3.5,7.0,5.5,3.5,2.5,4.0,5.5,4.5,5.5,6.0,5.5,5.0,5.5,7.5,7.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
FARAGO',4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
WALUKIEWICZ,6.0,4.5,7.0,6.0,5.0,6.5,5.5,5.5,6.0,5.0,6.5,0.0,5.0,5.0,4.5,5.5,0.0,0.0,5.5,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KLAVAN,5.5,0.0,0.0,0.0,0.0,0.0,5.5,5.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
PISACANE,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
LYKOGIANNIS,5.0,6.0,5.0,9.0,5.0,6.0,0.0,0.0,0.0,5.5,6.5,10.0,4.5,3.5,0.0,5.5,4.5,5.5,7.0,5.5,5.5,5.5,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CALIGARA,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ZAPPA,0.0,5.0,6.5,7.5,7.5,6.5,5.0,7.5,6.5,6.0,6.5,6.0,5.5,5.0,5.5,0.0,6.0,5.5,6.0,6.0,5.5,5.5,0.0,5.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MARIN,5.0,6.5,6.5,6.0,5.5,6.0,5.5,5.5,10.0,6.0,6.0,6.0,5.5,5.0,6.0,5.5,6.0,5.5,7.5,6.5,6.0,6.0,5.5,7.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
OLIVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.5,0.0,0.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
ROG,6.0,5.5,4.5,6.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
SOTTIL,6.0,5.5,6.5,10.0,7.5,6.5,5.0,6.0,6.5,10.0,5.0,5.5,0.0,5.0,5.5,5.5,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
NANDEZ,5.5,5.5,8.5,7.0,6.0,10.0,0.0,0.0,0.0,6.0,6.5,5.5,5.5,5.5,4.5,0.0,0.0,5.5,0.0,5.5,6.0,5.5,6.5,6.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SIMEONE,5.0,4.5,13.5,9.5,10.0,6.5,5.0,0.0,0.0,0.0,5.5,0.0,6.0,5.0,5.5,6.0,5.5,5.0,5.0,6.0,5.5,4.5,6.0,5.5,5.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
JOAO PEDRO,5.5,9.5,10.0,11.5,9.5,10.0,5.0,10.0,6.5,5.5,5.5,5.0,13.5,9.5,9.5,1.5,5.5,5.5,10.0,5.0,5.5,5.0,10.0,6.0,10.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
TRIPALDELLI,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.5,0.0,0.0,0.0,0.0,5.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DI FRANCESCO,5.0,4.5,7.0,7.0,5.0,7.0,5.0,6.5,6.5,5.5,6.0,6.0,5.0,5.0,4.5,5.5,5.0,5.5,6.0,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
CORDAZ,4.5,2.0,5.0,2.5,5.0,7.0,4.0,5.5,1.5,5.0,7.5,2.5,6.0,-0.5,3.0,4.5,6.0,4.0,3.0,2.5,4.0,3.5,4.0,1.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MAGALLAN,5.5,5.0,4.5,5.0,5.0,6.5,5.0,4.5,0.0,5.5,0.0,6.0,5.5,5.5,5.0,0.0,6.0,0.0,4.5,0.0,0.0,6.0,5.0,4.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
MARRONE,4.5,5.0,5.5,0.0,4.5,6.0,4.0,5.0,5.5,5.5,6.0,4.5,0.0,2.0,0.0,0.0,0.0,5.5,4.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
GOLEMIC,6.0,5.5,0.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0,6.5,0.0,5.5,8.0,8.5,5.5,6.0,0.0,5.0,5.5,5.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MOLINA S.,6.0,6.0,6.0,9.5,0.0,0.0,0.0,5.0,6.0,7.0,6.0,6.0,7.5,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
ZANELLATO,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,9.5,6.0,6.0,6.0,5.0,5.5,5.0,6.5,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
EDUARDO HENRIQUE,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.5,5.0,0.0,5.5,5.0,5.5,6.0,6.0,5.0,6.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
CIGARINI,5.5,5.5,5.5,4.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
GOMELT,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSIAS,6.0,5.5,6.5,10.0,5.0,6.0,6.0,6.0,5.5,13.5,5.5,5.0,14.0,7.5,7.5,9.5,6.0,6.5,5.5,0.0,6.5,5.5,5.0,5.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MAZZOTTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
RISPOLI,0.0,0.0,6.0,5.5,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,4.5,0.0,6.0,6.0,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SIMY,5.0,9.0,10.0,6.0,9.5,5.5,5.0,5.5,5.5,7.0,5.5,9.0,5.5,5.5,5.5,6.5,13.5,9.5,5.0,0.0,6.0,6.0,5.5,10.0,13.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
DRAGUS,5.5,5.5,0.0,0.0,0.0,0.0,5.5,5.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIVIERE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.5,5.5,5.5,5.5,8.0,0.0,5.5,6.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
KARGBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
STROPPA,5.5,5.0,7.0,5.5,5.0,6.0,5.5,5.5,5.0,8.0,6.0,5.0,6.5,5.5,5.0,5.5,7.5,5.5,5.0,4.5,5.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
MONTIPO',3.0,8.5,0.0,4.5,3.0,3.0,7.5,5.5,7.0,5.0,5.0,7.5,7.0,3.0,5.0,2.0,2.0,4.0,0.5,5.5,4.5,6.5,4.0,2.5,5.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
MAGGIO,0.0,0.0,0.0,5.5,0.0,4.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
FOULON,5.5,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,6.0,6.0,4.5,0.0,0.0,6.0,5.5,6.0,6.5,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
GLIK,5.0,6.0,4.5,5.5,6.0,5.5,5.5,6.0,6.0,6.5,6.5,6.5,7.0,5.5,6.5,5.5,2.0,5.0,5.0,6.5,7.0,3.5,0.0,5.5,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
