,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
LONGO,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CARLINI,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,6.0,6.0,0.0,0.0,0.0,6.0,5.5,5.5
VERDE,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STELLONE,4.5,6.5,5.5,7.0,6.5,5.5,7.0,5.0,7.5,5.0,6.0,5.0,6.0,5.5,5.0,5.5,6.5,5.0,5.0,6.0,5.5,7.0,5.5,7.0,6.5,5.0,7.5,5.5,6.5,5.0,6.5,6.5,5.5,5.0,6.5,6.0,5.5,6.0
LAMANNA,7.0,4.5,1.5,4.5,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,3.5,7.5,4.0,4.5
BURDISSO,6.5,6.0,5.5,5.0,6.0,6.0,6.0,0.0,0.0,7.0,5.0,6.0,5.5,6.0,6.5,0.0,4.0,6.5,6.0,0.0,6.5,0.0,6.0,5.5,5.0,6.5,6.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.5
CISSOKHO,6.0,5.5,5.5,3.5,0.0,5.0,6.0,5.5,0.0,6.0,0.0,7.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
DE MAIO,6.5,5.5,5.0,5.0,6.0,5.5,5.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,6.5,5.5,5.5,0.0,0.0,4.5,0.0,3.0,0.0,6.0,6.5,5.0,6.0,5.5,6.0,6.5,6.5,5.0,10.0,5.5,0.0,6.0,0.0,6.0
MARCHESE,0.0,0.0,0.0,4.5,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,6.0,0.0,5.0,0.0,0.0,5.0
NTCHAM,6.5,5.0,6.0,5.5,5.5,0.0,7.5,5.5,5.0,5.5,0.0,0.0,5.5,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
KUCKA,6.0,5.5,8.0,0.0,5.5,5.0,5.5,5.5,6.5,6.0,5.5,5.5,6.0,6.0,5.5,0.0,0.0,9.0,7.5,0.0,6.5,7.0,5.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,6.0,6.0,0.0,5.0,5.0,5.0,6.0,6.0
LAXALT,6.5,5.5,6.0,5.0,7.0,6.5,6.5,4.5,14.0,6.0,6.5,6.5,6.5,5.0,5.5,5.0,7.5,8.0,6.5,6.0,6.0,0.0,5.5,5.5,10.0,6.0,6.0,5.0,6.0,0.0,0.0,5.5,6.5,5.5,7.0,6.0,5.5,5.5
LAZOVIC,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.5,6.5,5.5,5.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.0
TINO COSTA,6.5,5.5,0.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,4.5,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,6.5
TACHTSIDIS,0.0,0.0,6.0,5.5,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,0.0,6.5,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,5.0,7.0,0.0,10.0,6.5,7.0,5.5
CAPEL,0.0,4.5,6.0,5.5,6.5,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.0,0.0,6.5,6.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.5,0.0,0.0,6.0
PANDEV,5.0,5.5,5.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.5,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0
PANICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASPERINI,7.0,5.5,5.0,5.0,7.0,6.5,7.0,4.5,6.5,6.5,5.5,6.0,5.5,5.0,6.0,5.0,5.0,7.5,7.0,6.0,5.5,5.5,5.5,5.5,7.0,5.5,7.0,7.0,6.0,8.0,6.5,3.5,7.5,5.0,6.5,7.5,5.5,6.0
HANDANOVIC,4.5,7.5,7.0,7.0,-0.5,5.0,7.5,5.0,8.0,8.5,8.0,7.5,4.0,7.0,8.0,7.0,8.0,6.5,6.5,5.0,3.0,7.0,2.5,4.0,5.0,4.5,0.0,5.0,5.0,4.0,7.0,7.5,5.5,6.0,4.5,4.5,0.0,7.0
JUAN JESUS,5.5,6.5,0.0,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,0.0,0.0,5.0,0.0,5.5,0.0,5.5,5.5,0.0,0.0,6.0,0.0,5.5,5.0,6.0
MIRANDA,5.5,0.0,0.0,6.0,4.0,0.0,6.0,6.5,6.5,7.0,6.5,6.0,5.5,7.0,6.5,6.0,6.5,4.5,5.5,6.0,5.0,7.0,0.0,6.0,9.5,5.5,6.0,8.0,6.5,4.0,0.0,7.0,7.0,6.0,5.0,6.5,0.0,6.5
MURILLO,5.0,5.5,6.0,0.0,0.0,6.0,6.0,4.5,0.0,7.0,7.0,10.0,5.0,6.5,7.0,6.0,5.0,4.5,2.5,6.0,5.5,6.0,8.5,5.0,7.5,5.5,6.0,0.0,6.0,5.5,6.0,6.0,6.0,5.5,3.5,0.0,3.0,7.0
SANTON,5.5,6.0,6.5,6.5,4.5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BROZOVIC ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
GNOUKOURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
KONDOGBIA,6.0,6.5,8.0,5.5,4.0,5.0,0.0,4.5,4.5,5.5,10.0,6.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,6.0,6.0,5.0,0.0,6.0,6.0,5.5,0.0,0.0,0.0,6.0,0.0,6.0,6.0,5.5,5.0,6.0
MEDEL,5.5,6.0,7.0,7.0,5.5,5.0,6.5,6.5,0.0,10.0,6.0,0.0,5.5,6.0,0.0,5.5,6.0,6.0,5.5,0.0,5.5,6.5,0.0,5.5,0.0,5.0,6.0,6.0,5.5,5.5,0.0,8.0,5.0,0.0,6.0,0.0,0.0,5.5
HERNANES,0.0,6.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.5,0.0,6.0,6.5
PALACIO,5.5,6.0,6.0,0.0,5.0,6.5,0.0,0.0,0.0,5.5,7.5,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,9.5,0.0,6.0,8.0,7.5,0.0,6.0,8.0,5.5,0.0,6.0,0.0,0.0,6.5,0.0,0.0,0.0,9.5,5.0
JOVETIC,13.5,6.5,6.0,6.0,0.0,0.0,6.5,6.0,0.0,6.5,0.0,7.5,6.0,6.0,10.0,6.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,0.0,13.0,5.5,6.0,6.0,10.0
ICARDI,0.0,5.0,10.0,6.0,9.0,7.0,5.5,5.5,10.0,0.0,5.5,10.0,5.0,0.0,13.5,9.5,10.0,5.0,5.5,5.0,2.0,10.0,9.5,5.0,10.0,5.0,11.5,0.0,0.0,9.5,10.0,11.5,4.5,8.0,5.0,10.0,0.0,0.0
MANAJ,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANCINI,6.5,7.0,7.0,6.5,4.0,6.0,6.5,6.0,5.0,7.0,7.0,8.0,5.0,7.0,7.0,5.0,6.5,5.5,5.0,4.5,3.0,0.0,5.5,5.5,6.5,5.0,7.0,7.0,6.5,5.0,6.0,7.0,5.0,7.0,4.5,6.5,5.0,6.5
BUFFON,4.0,6.0,7.0,0.0,3.5,4.5,7.5,7.0,5.0,5.5,5.0,7.0,7.0,7.0,5.0,3.5,8.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.0,7.5,5.0,7.0,7.0,7.0,7.0,10.0,7.5,0.0,0.0,5.0
BARZAGLI,0.0,6.0,6.0,5.0,0.0,6.0,7.0,0.0,6.0,6.0,6.5,6.5,6.0,6.0,6.5,6.0,0.0,0.0,0.0,6.0,6.5,6.5,6.5,7.5,6.5,6.5,10.5,6.0,6.5,6.0,6.0,6.0,6.5,6.0,0.0,5.5,6.0,6.0
BONUCCI,6.5,5.5,0.0,6.0,4.5,6.0,5.5,6.5,6.0,6.0,5.5,6.0,6.0,6.5,6.5,2.5,10.0,6.5,6.0,6.5,6.0,5.5,6.0,7.0,6.5,10.5,6.5,6.5,5.5,0.0,6.5,6.0,6.5,5.0,6.5,5.0,10.0,6.5
CHIELLINI,4.5,0.0,6.5,6.0,6.0,6.0,6.0,7.0,3.5,0.0,6.0,6.0,6.5,7.0,6.0,6.5,6.5,6.5,5.5,6.5,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,9.5,6.0
EVRA,4.0,0.0,5.5,0.0,5.0,6.0,5.5,6.0,0.0,5.0,10.0,5.0,6.5,5.5,7.5,7.5,0.0,6.5,0.0,6.0,0.0,5.5,0.0,6.5,5.5,0.0,6.0,0.0,0.0,5.5,0.0,6.0,0.0,6.0,6.0,0.0,10.0,5.5
LICHTSTEINER,5.5,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.5,0.0,0.0,6.0,5.5,7.0,6.0,8.0,0.0,0.0,6.0,5.5,6.0,6.0,0.0,5.0,5.5,5.5,0.0,6.5,6.0,5.5,0.0,6.5,4.5
ISLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PADOIN,5.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,6.0,0.0,4.5
POGBA,4.5,5.5,9.5,5.0,5.0,6.0,6.0,3.5,5.5,9.5,6.5,6.0,7.0,0.0,6.0,10.0,7.5,9.5,0.0,7.5,11.5,6.0,5.5,5.5,6.0,6.0,5.5,6.0,11.5,7.5,10.0,11.5,7.5,8.0,7.5,0.0,6.5,5.0
PEREYRA,7.5,5.5,7.0,6.0,5.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.0,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,6.0,6.5
COMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MANDZUKIC,5.0,5.5,5.5,0.0,0.0,0.0,5.5,9.5,5.0,6.0,10.0,5.0,10.0,6.0,10.0,13.5,0.0,0.0,6.5,5.5,0.0,0.0,0.0,0.0,0.0,6.0,8.0,7.0,6.0,10.0,9.5,6.0,10.0,10.5,5.0,0.0,6.5,5.5
DYBALA,9.0,9.0,0.0,5.5,6.5,10.0,0.0,11.0,5.0,6.0,10.0,10.0,7.5,10.5,10.0,5.5,11.5,7.5,15.0,10.0,7.0,6.0,10.0,5.5,6.0,5.5,6.0,10.0,6.0,0.0,0.0,6.0,14.0,6.0,0.0,8.5,15.0,6.0
LLORENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLEGRI,5.0,5.0,6.5,5.0,4.5,7.0,6.0,7.0,5.0,6.5,6.5,6.5,6.5,7.0,7.5,7.0,7.0,7.0,7.5,6.5,7.0,6.5,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,7.5,7.0,5.5,7.5,5.5
BERISHA,1.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.5,4.0,4.0,8.5,7.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
BASTA,5.5,5.5,5.0,6.0,6.0,6.5,6.0,6.5,3.0,4.5,5.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.0,0.0,6.5
DE VRIJ,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
GENTILETTI,4.5,0.0,0.0,5.5,5.0,5.5,5.5,7.0,5.5,5.0,4.5,5.0,0.0,2.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,5.0,5.0,6.5,0.0,4.5,6.0
RADU,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.5,5.5,7.5,6.5,6.0,6.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
BIGLIA,0.0,0.0,0.0,0.0,10.0,6.0,0.0,6.5,9.5,6.0,5.5,5.5,5.5,6.0,6.0,7.5,0.0,6.5,5.5,0.0,0.0,0.0,0.0,6.0,6.0,6.0,9.5,6.0,7.0,5.5,7.0,6.0,6.5,6.5,7.0,4.5,0.0,10.0
CANDREVA,5.0,6.5,0.0,0.0,0.0,0.0,6.5,6.0,6.0,5.5,5.5,9.5,6.0,6.0,6.5,10.0,6.5,8.0,10.0,15.0,6.5,6.5,0.0,9.5,5.5,5.5,0.0,0.0,6.0,5.0,6.5,10.0,0.0,3.0,9.5,10.0,5.5,7.0
KISHNA,5.0,0.0,0.0,6.5,6.0,5.5,5.5,6.0,0.0,9.5,0.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
LULIC,5.0,5.5,4.0,7.5,6.0,6.5,4.5,11.5,5.5,4.5,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9.5,6.0,0.0,4.5,5.5,6.5,6.0,5.5,5.5,0.0,4.0,0.0,6.0,6.0,5.0,5.5,7.5,6.5,9.5,5.5
CATALDI,4.5,6.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.5,0.0,4.5,0.0,0.0,9.0,5.5,0.0,5.0,9.5,6.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
MILINKOVIC-SAVIC,0.0,0.0,6.0,6.0,6.5,0.0,6.0,7.0,4.5,5.0,0.0,6.0,5.5,5.0,0.0,5.0,0.0,10.5,6.0,6.0,5.0,0.0,6.0,6.0,6.5,5.5,7.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0,5.5
FELIPE ANDERSON,5.5,7.5,5.0,10.5,6.5,5.5,9.0,13.5,5.5,5.0,6.0,5.0,6.0,5.5,5.5,5.5,5.0,9.5,0.0,7.5,0.0,6.0,5.5,10.0,0.0,5.0,5.5,7.0,7.0,6.0,9.5,5.5,6.0,5.5,0.0,7.5,6.0,6.0
PAROLO,5.0,6.0,4.5,6.0,9.5,6.5,0.0,0.0,0.0,0.0,5.0,6.0,6.5,5.0,6.0,5.5,5.5,6.0,5.5,6.0,5.0,5.5,5.0,0.0,5.0,5.5,6.0,0.0,10.0,9.0,6.0,6.0,5.5,0.0,0.0,6.0,5.0,6.0
KEITA B,5.5,7.0,5.0,6.0,7.0,9.5,7.5,0.0,0.0,0.0,6.5,6.0,0.0,5.5,0.0,0.0,6.0,10.0,6.0,10.0,5.5,6.0,5.0,9.5,6.0,5.5,6.5,6.5,0.0,6.5,7.0,6.0,4.0,5.5,6.0,0.0,6.5,6.5
PIOLI,5.0,7.0,3.5,7.0,6.0,7.0,5.5,7.0,5.0,5.0,5.5,6.0,5.5,4.5,5.5,6.5,5.5,7.0,6.5,7.0,6.0,5.5,5.5,7.0,5.0,5.0,6.5,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
DIEGO LOPEZ,5.0,5.0,3.0,4.0,5.0,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
ANTONELLI,6.0,0.0,0.0,0.0,0.0,5.5,5.5,6.5,10.0,6.5,6.5,6.0,6.5,0.0,0.0,0.0,0.0,6.0,6.5,7.0,6.0,6.5,5.5,6.0,6.5,10.0,6.0,6.0,5.0,6.0,5.0,6.0,5.5,5.5,10.0,0.0,0.0,5.5
DE SCIGLIO,5.5,5.0,5.0,6.0,5.5,5.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,6.0,5.5,5.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,5.5,5.5,5.0,5.5
RODRIGO ELY,0.0,0.0,0.0,0.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ROMAGNOLI A,6.0,5.5,6.0,6.0,4.0,0.0,5.5,6.5,6.5,5.5,6.0,6.5,7.0,5.5,6.5,5.0,0.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,0.0,0.0,5.5,6.5,6.5,5.5,5.0,6.0,6.0,5.0,6.0,6.0,5.5,4.5
ZAPATA C,5.5,6.0,5.5,9.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.5,0.0,0.0,7.0,6.5,5.0,0.0,5.5,4.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,6.0
NOCERINO,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
BERTOLACCI,6.0,0.0,0.0,0.0,6.0,5.0,7.5,6.0,6.0,10.0,0.0,0.0,0.0,0.0,6.5,6.5,5.0,5.5,5.5,5.5,0.0,6.0,6.0,5.0,0.0,5.5,5.0,6.5,6.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0
BONAVENTURA,7.5,6.0,11.5,11.0,4.5,5.0,6.5,6.5,6.5,9.0,0.0,6.0,10.0,6.5,6.0,11.5,6.0,6.0,7.0,10.0,6.5,6.0,0.0,6.5,9.5,6.0,4.5,5.0,6.0,5.5,5.5,7.5,5.5,0.0,0.0,0.0,5.5,5.0
DE JONG,5.5,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
HONDA,0.0,4.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,7.5,5.5,7.0,6.5,5.0,8.0,6.5,5.5,10.5,6.5,7.0,5.5,6.0,6.0,0.0,5.5,0.0,0.0,5.5,5.5,5.5,5.5,5.0
BACCA,10.0,5.5,14.0,5.0,0.0,5.0,10.0,10.0,7.5,10.0,4.5,4.5,6.5,5.0,10.0,9.5,5.5,6.0,9.5,10.0,10.0,10.0,7.5,10.0,5.0,5.5,5.5,5.5,10.0,4.5,5.0,10.0,5.5,4.0,9.5,9.5,9.0,5.0
LUIZ ADRIANO,11.5,5.0,5.5,0.0,5.0,5.0,5.0,10.0,0.0,0.0,6.0,5.5,10.0,6.0,7.0,5.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,8.0,9.0,6.0,0.0,0.0,0.0,6.0,6.5,5.0,5.0
CERCI,0.0,0.0,0.0,0.0,0.0,5.5,5.5,6.5,6.0,7.0,5.5,5.5,8.0,5.5,0.0,0.0,5.0,0.0,0.0,5.5,6.5,5.5,5.5,9.5,10.0,5.5,7.0,13.5,6.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
MIHAJLOVIC,6.5,4.5,7.0,6.0,5.0,5.0,6.5,6.0,6.5,8.0,4.5,5.0,7.0,6.0,5.5,6.5,5.0,4.5,7.0,5.5,7.5,7.0,5.5,7.0,6.5,7.0,4.0,0.0,6.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5
REINA,4.5,4.0,7.5,7.0,5.5,7.5,6.0,7.0,7.0,7.0,7.5,7.0,6.0,2.0,7.0,5.5,5.5,5.0,5.0,3.5,4.5,7.5,7.0,5.0,5.0,5.0,4.5,7.5,4.5,0.0,7.0,3.5,7.0,5.0,5.0,5.0,7.5,4.5
MAGGIO,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
ALBIOL,4.5,4.5,6.5,6.0,6.0,6.5,6.0,6.5,6.0,7.0,6.0,6.0,7.0,4.5,5.5,6.5,5.5,10.0,6.0,7.0,6.0,6.5,5.5,6.0,6.5,6.0,0.0,6.0,6.5,5.0,5.5,5.0,6.0,6.5,6.0,6.0,0.0,4.5
CHIRICHES,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,4.5
HYSAJ,5.5,5.0,6.5,5.5,6.5,6.0,6.0,6.0,6.5,5.5,7.0,5.5,5.5,5.0,6.5,6.5,6.5,6.0,5.5,5.5,6.0,0.0,6.5,5.5,6.5,5.5,6.0,6.0,8.0,5.5,6.5,5.5,6.5,6.0,6.0,6.0,7.5,4.5
DAVID LOPEZ,5.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,5.5,6.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,6.0,5.5,0.0,0.0,6.5,0.0,9.5,0.0,0.0,0.0,0.0,5.0
VALDIFIORI,5.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
HAMSIK,6.5,5.5,7.0,5.5,6.5,6.5,8.5,7.0,6.5,5.5,6.5,8.0,6.5,6.0,5.5,8.0,10.0,10.5,8.0,10.5,7.0,5.5,6.5,5.0,5.5,6.5,6.5,5.5,6.5,5.0,7.5,5.0,7.0,4.5,8.0,9.5,10.0,9.5
