,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
D'ALESSANDRO,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,7.5,6.5,0.0,0.0,0.0,6.5,0.0,0.0,9.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,7.5,5.5,6.5,0.0,0.0,0.0,10.0,0.0,0.0,5.5,6.5,9.5,5.5
MIGLIACCIO,6.0,0.0,0.0,6.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,3.5,0.0,0.0,0.0,5.5,0.0,5.5,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,6.5,6.0,0.0,0.0,0.0,0.0,0.0
DENIS,0.0,0.0,5.5,0.0,10.0,5.5,0.0,0.0,0.0,5.5,0.0,5.0,9.5,10.5,5.5,7.5,5.0,5.0,0.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
PINILLA,1.0,12.0,0.0,5.0,6.0,0.0,10.5,5.0,6.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,10.0,5.0,0.0,5.5,3.0,10.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
REJA,6.5,6.5,6.5,7.0,7.5,5.5,7.0,5.0,7.0,4.5,6.5,5.0,7.5,7.0,5.5,6.0,6.0,5.5,7.0,6.0,6.0,5.5,6.0,6.0,5.5,6.0,5.5,5.5,6.5,7.5,5.5,6.5,6.5,5.5,5.0,6.0,6.5,6.0
BRKIC,3.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
BUBNJIC,5.5,5.5,6.0,5.0,0.0,5.0,3.5,0.0,0.0,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
GAGLIOLO,6.0,5.5,0.0,0.0,4.5,7.0,5.5,6.0,0.0,0.0,5.5,5.5,6.5,6.5,4.5,6.0,6.5,6.5,4.5,0.0,5.5,5.5,0.0,4.0,5.5,5.5,5.5,5.5,6.0,8.5,6.0,5.5,0.0,6.0,6.0,6.0,5.0,5.0
LETIZIA,5.0,6.0,7.0,7.0,5.0,6.5,6.0,10.0,5.5,0.0,6.5,6.5,5.5,6.5,6.0,5.0,6.5,6.5,6.5,6.0,6.0,6.0,6.0,5.5,6.5,5.5,5.5,6.0,0.0,5.0,0.0,6.5,6.0,6.5,0.0,5.0,0.0,3.5
SPOLLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,3.5,0.0,0.0,0.0,7.0,5.5,0.0,5.5,5.5,6.0,0.0,0.0,6.5,4.0
GABRIEL SILVA,5.0,5.5,5.0,6.0,6.5,7.0,5.5,6.0,6.0,7.0,5.0,4.5,0.0,0.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,4.5,0.0,0.0,0.0,5.0,5.5,7.0,6.5,0.0,6.5,5.5,0.0,6.0,5.5,6.5
WALLACE,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DI GAUDIO,9.5,0.0,5.5,0.0,6.0,0.0,0.0,0.0,5.5,6.0,4.5,6.5,8.0,6.0,5.0,6.0,6.0,6.5,7.0,6.0,5.5,7.5,0.0,0.0,5.5,6.0,0.0,6.5,10.0,5.5,5.5,11.5,0.0,6.0,0.0,5.5,0.0,6.5
LAZZARI,0.0,0.0,5.5,0.0,5.5,0.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
MARRONE,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,9.0,5.0,5.0,5.5,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,6.0,5.5,5.0,5.5,5.0,6.0,6.0,0.0,0.0,5.5,0.0,5.5,5.5,4.0
PORCARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,5.5,4.5
LASAGNA,6.0,0.0,0.0,0.0,5.5,6.0,6.0,0.0,6.0,6.0,5.0,6.0,6.0,6.5,5.5,5.5,5.5,8.0,6.0,10.0,6.0,10.0,6.5,9.0,6.5,5.0,5.5,6.0,10.0,5.0,5.5,5.5,5.5,10.5,6.0,5.5,7.0,5.5
MATOS,6.5,8.5,6.0,6.5,1.5,10.0,5.5,6.0,6.5,5.5,5.5,6.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.5,5.5,5.5,0.0,4.5,6.0,0.0,6.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,9.5
WILCZEK,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CASTORI,6.0,6.5,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.5,7.0,5.0,6.0,6.5,7.0,7.0,7.5,6.0,6.5,6.0,6.0,6.5,6.0,6.0,7.0,7.0,5.0,6.0,7.5,6.5,5.5,6.5,5.0,7.0,5.0
BIZZARRI,8.0,5.5,4.5,7.0,4.5,5.0,2.5,5.5,5.0,0.0,5.5,5.5,3.5,7.0,7.0,3.0,3.0,11.0,4.5,2.5,2.0,0.0,0.0,5.0,6.5,7.0,3.5,7.0,7.5,5.0,7.5,7.5,5.0,5.0,7.5,3.0,0.0,5.0
CESAR,7.0,5.5,6.0,6.5,6.0,5.5,5.5,5.0,5.0,0.0,6.0,6.5,5.0,0.0,0.0,0.0,5.0,6.5,5.0,7.5,0.0,5.5,6.0,6.5,5.5,6.5,4.5,6.5,6.0,6.5,6.5,6.0,6.0,0.0,6.0,5.0,0.0,6.0
FREY,6.5,6.5,5.5,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,4.5,0.0,5.5,4.0,5.0,6.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
GAMBERINI,6.5,6.5,5.5,0.0,6.5,6.5,5.5,5.5,0.0,0.0,6.0,3.5,5.0,6.0,6.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.0,0.0,5.5,6.5,6.0,6.0,6.0
GOBBI,6.5,6.0,5.5,5.5,6.5,7.0,6.0,5.5,5.5,0.0,5.0,6.0,5.5,6.0,7.0,5.0,0.0,6.5,6.0,5.0,5.5,5.5,5.5,6.5,0.0,6.5,0.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,0.0,6.5
CACCIATORE,6.0,0.0,0.0,6.0,6.5,6.0,0.0,5.5,5.0,0.0,6.0,0.0,0.0,5.0,6.5,5.5,5.0,7.0,6.5,5.0,4.0,0.0,0.0,0.0,5.5,7.5,5.5,6.0,6.5,11.5,6.5,5.5,0.0,6.0,5.5,5.5,5.5,0.0
BIRSA,13.0,6.0,6.0,5.5,6.0,6.5,6.0,5.5,5.5,0.0,6.0,7.0,6.5,6.0,10.0,6.0,7.5,5.5,6.0,7.5,5.0,5.5,10.0,9.0,5.5,6.5,5.0,6.5,4.0,10.0,6.0,5.5,0.0,5.5,6.5,0.0,0.0,11.0
CASTRO,7.0,6.0,6.0,9.5,7.0,10.0,6.0,5.5,5.0,0.0,5.5,6.0,5.0,0.0,6.5,5.5,5.5,0.0,6.0,5.5,5.5,5.0,6.5,0.0,5.0,10.0,5.5,6.0,6.0,6.5,5.5,6.0,6.0,6.0,0.0,5.0,0.0,6.0
HETEMAJ,6.5,10.0,6.0,6.5,5.5,6.5,5.5,0.0,0.0,0.0,5.5,6.0,6.0,6.5,6.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,6.0,0.0,6.0,6.0,6.5,5.0,7.0,4.5,6.0,6.0
RADOVANOVIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,6.0,5.5,5.5,6.0,6.0,6.0,6.0,5.0,5.0,5.5,5.0,0.0,5.5,5.5,6.5,6.0,6.0,6.0,5.5,0.0,6.0,6.0,5.5,0.0,5.5
RIGONI N,6.5,6.5,5.5,0.0,5.5,6.0,5.5,5.5,0.0,0.0,0.0,6.5,5.0,6.0,0.0,6.0,0.0,5.5,0.0,0.0,5.0,5.0,0.0,5.5,5.5,6.5,9.0,0.0,0.0,10.0,0.0,0.0,10.5,0.0,6.5,5.5,5.5,5.5
MPOKU,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,5.0,6.0,5.5,5.5,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5
PALOSCHI,13.5,6.0,6.0,6.5,7.0,5.5,10.0,5.0,5.5,0.0,5.0,6.0,9.5,11.0,2.0,5.0,10.0,5.5,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
MEGGIORINI,12.5,6.5,5.0,6.5,6.5,5.5,7.5,5.0,5.5,0.0,0.0,9.5,6.0,10.5,7.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,10.0,7.0,5.0,4.0,0.0,5.5,0.0,0.0,6.0,10.5
MARAN,7.0,7.5,4.0,0.0,6.5,6.0,6.0,5.5,5.5,0.0,6.0,6.5,6.0,6.5,6.5,5.5,7.0,6.5,6.0,5.5,5.0,5.5,7.0,6.0,5.0,6.5,5.5,6.0,7.0,7.0,7.0,6.0,7.0,5.5,6.5,6.0,5.5,7.0
SKORUPSKI,3.0,4.5,5.5,5.0,4.0,7.0,2.5,7.5,4.5,0.0,3.0,4.5,8.0,8.5,7.5,3.5,5.0,8.5,5.0,4.0,0.5,5.0,8.0,4.0,3.0,2.0,5.5,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
BARBA,5.5,6.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,6.0,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
MARIO RUI,6.0,6.0,6.0,5.5,5.0,6.5,6.0,6.5,6.5,0.0,6.0,6.5,6.5,5.5,6.5,5.5,6.5,6.0,6.0,6.5,4.5,6.0,6.0,4.0,0.0,4.5,0.0,7.0,6.0,5.0,6.0,4.5,6.0,6.0,5.5,6.5,6.5,6.0
MARTINELLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ZAMBELLI,5.5,5.5,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,5.0,5.0,5.5
CROCE,6.0,5.5,6.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,5.5,6.0,6.0,6.5,5.5,5.0,0.0,0.0,5.5,6.0,5.0,6.5,6.5,6.0,6.5,5.0,7.0,6.0,6.0,6.0,6.5,7.5
DIOUSSE',6.5,6.0,5.5,5.0,6.0,6.5,5.0,6.0,3.5,0.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0
SAPONARA,10.0,11.5,8.0,5.5,4.5,0.0,0.0,0.0,7.5,0.0,6.5,8.0,6.0,6.0,10.0,8.0,6.5,6.0,0.0,7.5,5.0,2.0,6.0,7.0,7.0,0.0,6.0,6.0,5.5,5.0,6.0,5.0,7.0,6.0,5.5,5.5,7.5,9.0
ZIELINSKI,6.5,7.5,5.5,0.0,5.5,6.5,0.0,10.0,6.5,0.0,6.5,5.5,6.0,5.5,8.5,8.0,6.5,6.5,7.0,10.0,4.5,6.5,5.5,6.5,10.0,6.0,5.5,6.5,5.5,5.5,9.5,0.0,6.0,5.5,6.0,6.0,10.0,5.0
SIGNORELLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
RONALDO P,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACCARONE,7.5,5.5,9.5,5.5,5.5,10.5,5.5,5.5,5.5,0.0,9.5,5.5,6.0,6.0,15.0,13.5,6.0,9.5,6.0,10.0,5.0,7.5,5.5,9.5,9.0,5.5,5.5,5.5,5.5,5.0,6.5,0.0,10.0,-0.5,5.5,6.0,10.0,5.5
PUCCIARELLI,6.0,10.0,5.5,6.0,5.0,6.5,6.5,6.5,10.0,0.0,5.5,5.5,5.5,5.5,6.0,11.5,6.0,6.0,5.5,6.0,5.5,10.0,6.0,5.0,5.0,5.5,5.0,6.0,6.0,5.0,10.0,5.5,5.5,6.5,5.0,10.0,6.0,5.0
MCHEDLIDZE,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,5.5,0.0,3.5,0.0,0.0,0.0,5.5
GIAMPAOLO,6.5,6.5,7.0,5.0,4.0,0.0,5.5,7.0,6.0,0.0,5.5,7.0,7.0,6.5,7.0,7.5,6.0,7.0,6.0,7.0,5.5,6.0,6.0,6.0,5.0,5.5,5.0,6.0,6.0,5.5,6.5,5.0,6.5,6.0,6.0,6.0,7.0,5.0
TATARUSANU,2.5,7.0,7.5,7.5,4.5,7.5,4.0,4.0,7.0,7.0,7.5,3.5,5.0,7.0,2.5,7.0,5.5,3.0,3.5,7.5,7.5,5.0,5.5,5.0,4.5,6.5,2.0,5.5,7.0,5.5,4.0,5.0,3.0,4.0,7.5,7.0,0.0,7.0
GILBERTO,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,5.5,0.0,0.0,4.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MARCOS ALONSO,9.0,7.0,5.5,8.0,7.5,7.0,6.0,0.0,0.0,0.0,6.0,7.5,0.0,6.5,4.5,6.0,6.5,6.0,6.5,0.0,6.5,0.0,0.0,5.5,0.0,9.0,5.0,6.5,5.5,5.5,5.5,8.0,5.0,6.0,5.5,6.0,6.0,10.0
RODRIGUEZ GO,5.5,0.0,6.0,6.0,6.5,6.0,5.0,6.0,6.5,10.0,6.0,6.0,6.5,9.0,5.5,6.5,6.0,4.0,0.0,10.0,7.0,6.5,6.5,6.5,6.5,6.5,4.5,0.0,6.5,5.5,5.0,10.0,5.0,4.5,5.5,6.0,5.5,6.5
RONCAGLIA,5.0,0.0,6.5,6.5,6.0,0.0,4.5,4.0,6.0,6.0,5.5,0.0,6.0,0.0,0.0,6.5,6.5,8.0,5.0,5.0,5.5,0.0,5.5,5.5,6.5,6.0,4.0,6.0,5.5,0.0,4.0,5.5,4.5,0.0,0.0,6.5,6.0,5.5
TOMOVIC,5.5,5.5,5.5,0.0,6.0,6.0,4.5,0.0,0.0,6.0,0.0,5.0,0.0,6.0,5.5,0.0,6.0,0.0,4.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.5,5.5,5.5,0.0,5.5,6.0
ASTORI,0.0,6.5,0.0,6.5,6.5,6.5,5.5,5.0,6.5,0.0,6.0,5.5,5.5,6.0,5.0,6.5,6.0,5.0,6.0,7.0,6.5,5.0,5.0,6.0,5.0,7.0,4.0,4.5,5.5,5.5,5.5,0.0,0.0,5.5,6.0,6.5,6.0,6.0
SUAREZ,5.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
FERNANDEZ M,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,8.5,0.0,5.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,6.5,3.5,0.0,10.5,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,6.0,8.0,0.0
BADELJ,0.0,4.5,0.0,5.5,6.5,6.5,5.5,5.5,6.0,6.0,6.0,0.0,5.5,10.0,6.0,6.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.5,4.5,0.0,6.0,5.5,0.0,7.5,6.0,5.5,5.5,5.5,6.5,6.0
BORJA VALERO,5.0,8.0,7.0,7.0,7.0,10.0,6.0,7.0,6.5,6.5,7.0,7.0,10.0,7.0,5.5,6.5,8.0,4.5,6.5,6.5,5.5,10.0,6.0,10.0,8.0,8.0,6.0,6.0,5.0,7.5,5.0,6.5,6.5,6.0,6.5,5.5,0.0,6.5
ILICIC,5.5,0.0,0.0,0.0,11.5,10.0,6.5,6.0,6.5,0.0,11.5,0.0,6.0,10.5,8.5,10.0,14.0,5.5,5.5,9.5,5.5,7.5,0.0,6.5,0.0,0.0,9.0,0.0,4.5,10.0,5.5,10.0,5.5,6.0,0.0,5.5,0.0,9.5
KALINIC,5.0,6.5,6.0,10.0,17.5,7.5,10.0,5.0,10.0,0.0,10.0,14.0,5.5,7.0,5.5,10.0,7.0,5.5,4.5,6.0,5.5,4.5,5.5,5.5,10.0,6.0,5.0,6.0,4.5,0.0,5.0,5.5,5.5,6.0,5.5,6.0,0.0,6.5
BERNARDESCHI,5.5,5.0,5.5,0.0,0.0,8.0,5.0,5.5,6.0,0.0,7.0,6.5,6.5,6.5,6.5,7.5,5.5,0.0,5.5,6.0,6.5,6.0,10.5,7.0,6.5,5.5,4.5,6.0,5.0,0.0,6.0,6.0,4.5,7.0,5.5,6.0,11.5,6.0
PAULO SOUSA,5.0,6.5,7.0,7.0,8.0,7.0,6.0,6.0,6.5,7.5,7.5,6.0,6.0,7.0,5.0,6.5,6.5,5.0,5.0,7.0,4.0,4.5,0.0,7.5,6.5,6.5,4.0,4.5,5.0,5.5,5.0,7.0,5.0,6.0,5.0,5.5,7.0,7.0
LEALI,9.0,4.0,5.0,5.5,7.5,4.0,7.0,5.5,5.0,0.0,3.5,2.0,3.0,4.0,1.5,1.5,3.5,0.0,2.0,7.0,3.5,7.5,5.0,6.0,7.5,4.0,7.0,3.5,8.0,3.0,5.0,5.5,-1.0,3.0,0.0,0.0,0.0,4.0
CRIVELLO,5.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,4.5,4.5,4.5,7.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,6.0,4.0,5.0
DIAKITE',6.0,5.5,5.5,6.5,6.5,0.0,6.5,6.0,6.5,4.0,10.0,4.5,6.5,4.0,4.0,5.0,6.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.5,6.0,5.5,0.0,4.5,4.0,6.0
ROSI,5.5,6.0,6.0,0.0,6.0,6.5,6.0,0.0,6.0,0.0,5.5,5.5,6.0,5.5,5.0,0.0,0.0,0.0,5.0,0.0,5.5,0.0,6.0,5.5,5.5,6.0,6.5,5.0,0.0,0.0,5.0,6.5,0.0,5.0,0.0,0.0,0.0,5.5
CIOFANI M,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.5,6.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,0.0,6.0,6.5,5.0,5.5
RUSSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,5.5,6.0
GORI,5.5,0.0,0.0,6.0,5.5,0.0,0.0,5.0,6.0,0.0,5.5,5.5,6.0,6.0,4.5,5.5,0.0,0.0,0.0,6.0,0.0,6.5,6.0,5.5,5.5,6.0,6.5,4.5,5.0,4.5,6.5,6.5,0.0,6.0,6.0,0.0,3.5,6.5
GUCHER,4.5,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.5,6.0,0.0,5.5,0.0,0.0,6.0,5.0,5.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.0,4.5,6.5,6.5,5.5,6.0,5.5,6.0,5.5
PAGANINI,4.5,0.0,5.5,0.0,6.0,6.5,10.5,0.0,6.5,5.0,6.0,5.0,6.0,6.5,5.5,5.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,5.5,0.0,7.0,7.5,5.0,6.5,9.5,0.0,0.0,7.0
SODDIMO,6.5,5.5,6.0,8.0,6.0,6.5,8.0,6.0,4.5,0.0,6.0,6.0,6.0,6.5,6.0,5.5,0.0,5.5,5.5,6.0,5.5,7.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.5,5.5,0.0,0.0,0.0,9.0
DIONISI,5.0,6.0,5.5,0.0,13.5,5.5,9.5,6.0,9.5,0.0,5.5,0.0,10.0,5.5,5.0,11.0,10.0,4.0,5.0,5.5,5.0,10.0,5.5,6.5,6.5,5.0,7.0,9.5,0.0,5.0,0.0,0.0,0.0,6.0,10.0,6.0,5.5,5.5
