,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
HIGUAIN,10.0,5.0,5.5,5.0,0.0,10.0,6.5,5.5,0.0,8.0,7.0,14.5,5.0,0.0,8.0,5.5,10.0,6.0,6.0,5.0,5.5,5.5,5.5,0.0,6.0,0.0,10.0,6.0,0.0,5.5,6.0,9.5,0.0,0.0,5.5,5.0,10.0,6.0
BERNARDESCHI,0.0,5.0,0.0,5.5,5.5,5.0,6.0,4.5,6.0,5.0,5.0,5.5,5.5,5.5,6.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,7.5,5.5,6.0,5.0,5.5,4.5,5.0,0.0,5.0,9.5,5.0,5.0,-0.5
CRISTIANO RONALDO,9.5,5.0,11.0,0.0,10.0,6.5,10.0,0.0,9.5,5.0,5.0,0.0,9.0,9.5,14.0,10.5,18.5,9.5,13.5,9.0,13.5,10.0,0.0,10.0,5.5,9.5,11.0,10.0,10.0,9.5,13.0,4.5,13.5,5.5,7.0,5.0,0.0,5.5
SARRI,6.5,5.5,6.5,6.0,6.5,7.0,5.5,5.0,5.5,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.5,6.5,6.5,5.0,7.0,5.0,6.5,7.0,7.0,6.5,6.5,7.0,7.0,5.0,5.5,5.0,7.0,5.0,7.0,4.5,5.5,6.5
STRAKOSHA,5.0,3.5,7.5,5.5,8.0,4.5,2.5,5.0,7.5,5.5,8.0,5.0,7.0,6.0,6.0,8.0,5.0,7.5,5.0,4.0,5.0,7.5,5.0,3.5,7.5,2.5,5.0,5.0,3.0,4.0,4.0,7.5,4.0,5.0,5.0,7.0,2.5,8.0
LUIZ FELIPE,4.5,0.0,6.5,6.0,8.0,4.5,5.0,0.0,0.0,0.0,5.5,5.5,6.5,9.5,5.5,0.0,5.0,6.0,0.0,6.0,0.0,7.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,6.0,5.5,6.5,5.5,6.5
ACERBI,6.0,5.5,6.5,6.5,6.5,6.5,5.5,6.0,10.0,6.5,7.5,6.5,6.5,6.0,6.0,6.0,6.5,6.5,7.5,10.0,6.0,6.5,7.0,0.0,0.0,6.0,5.5,6.5,5.0,4.5,6.0,6.0,6.0,6.5,6.5,6.5,6.0,6.5
VAVRO,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,5.5,6.0
RADU,5.0,4.5,6.0,0.0,10.0,5.5,5.0,5.5,6.0,5.0,0.0,0.0,6.0,6.5,5.0,5.5,5.5,6.0,6.0,6.0,6.0,0.0,6.5,6.5,5.5,6.0,5.5,6.5,5.5,5.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5
LAZZARI M,6.5,6.0,0.0,5.5,0.0,0.0,0.0,6.0,0.0,7.5,6.5,6.5,6.5,5.5,6.0,6.0,5.5,5.0,7.0,5.5,8.5,6.5,5.5,5.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
MARUSIC,0.0,0.0,10.0,0.0,6.5,6.0,4.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.0,7.0,6.0
MILINKOVIC-SAVIC,6.0,5.5,8.0,5.5,11.5,5.5,6.0,5.5,6.5,5.0,9.5,5.5,8.0,10.0,6.0,4.5,6.0,6.0,6.0,5.0,6.0,0.0,10.0,6.0,6.0,9.0,5.5,6.5,5.0,6.5,5.5,5.5,6.0,10.0,10.0,6.5,5.5,7.5
CATALDI,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.5,-0.5,6.0,0.0,6.0,0.0,5.5,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,5.5,0.0,0.0,0.0,0.0,6.0
PAROLO,6.5,6.0,6.0,5.5,6.0,6.0,4.5,5.5,6.0,5.5,0.0,0.0,0.0,6.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,5.5,5.0,9.5,5.0,5.5,4.5,6.5,6.0,5.5,6.0,5.5,5.0,6.5
LUIS ALBERTO,10.0,6.0,7.5,5.5,8.0,7.0,5.0,6.0,8.0,8.0,7.0,8.0,10.0,9.0,9.0,7.0,0.0,7.0,7.0,5.5,6.5,7.0,6.0,6.5,11.5,6.5,9.5,8.0,5.5,5.5,9.5,5.5,0.0,8.0,6.0,6.5,5.0,9.5
LULIC,5.5,5.5,6.0,0.0,6.5,6.5,5.5,5.5,6.0,6.0,5.5,5.5,6.0,6.5,5.5,6.0,6.0,5.5,0.0,4.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
IMMOBILE,7.0,9.0,10.0,5.5,11.5,13.5,14.0,11.5,13.5,10.5,10.5,9.5,13.5,2.5,5.0,5.5,13.5,10.0,17.0,4.5,15.0,6.0,10.0,9.5,7.0,4.5,9.0,9.0,0.0,4.0,4.5,5.0,9.5,10.0,17.0,10.0,9.5,14.0
CORREA,6.5,5.5,6.5,5.5,5.5,2.0,10.0,10.0,6.0,10.0,13.5,7.5,7.0,6.5,6.5,0.0,5.5,0.0,0.0,5.5,0.0,6.0,5.5,5.5,10.0,7.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,9.5,11.5,6.5,10.0
INZAGHI S,6.5,5.0,6.5,5.0,7.0,6.0,6.0,6.5,6.5,6.5,7.0,7.0,7.0,8.0,7.0,6.0,6.5,7.0,8.0,5.5,8.0,6.5,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
DONNARUMMA G,7.5,7.0,5.0,2.5,6.5,0.0,7.5,5.0,6.5,4.5,5.5,5.5,6.5,4.0,7.0,0.5,8.0,7.5,4.0,8.5,5.0,2.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
CALABRIA,6.0,4.5,0.0,5.5,4.5,3.5,0.0,6.0,6.0,5.5,0.0,6.0,0.0,0.0,0.0,4.5,5.5,6.0,0.0,0.0,5.5,0.0,6.5,0.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,6.5,10.0,6.5,5.5,6.0,6.5,5.5
MUSACCHIO,6.0,6.0,5.5,4.5,3.0,0.0,6.0,5.5,6.5,0.0,0.0,6.5,6.0,5.5,5.0,3.5,6.5,6.5,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ROMAGNOLI A,6.0,6.5,5.0,5.5,5.0,6.5,6.0,5.5,6.5,6.5,5.5,6.0,6.5,6.0,6.5,5.0,6.5,6.5,6.0,6.0,6.5,5.5,7.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
RODRIGUEZ R,6.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
BORINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,10.0,6.0,5.0,10.0,6.5,4.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,0.0,6.0,10.0,5.5,6.0,5.5,5.0
KESSIE',5.5,5.0,5.5,5.0,5.0,9.5,5.5,4.5,5.0,0.0,0.0,5.5,5.5,6.0,5.0,4.5,0.0,6.5,5.5,5.5,6.0,5.5,6.0,5.5,5.0,6.0,6.0,5.0,7.0,10.0,10.0,10.0,6.5,6.5,6.5,6.0,6.5,5.0
CALHANOGLU,9.5,6.0,5.5,6.5,4.5,5.0,11.5,6.0,5.5,6.5,5.5,0.0,6.0,6.5,5.5,5.5,6.0,6.0,0.0,6.5,10.0,6.5,0.0,5.0,5.5,9.5,10.0,6.5,10.0,6.0,5.5,12.5,11.5,9.0,10.0,11.0,6.0,5.0
PAQUETA',6.0,4.5,6.0,0.0,0.0,7.5,5.5,5.0,5.5,5.5,6.0,4.5,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,6.0,5.5,5.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
BENNACER,6.5,0.0,0.0,5.5,3.5,0.0,0.0,5.5,5.0,5.5,6.0,0.0,5.5,6.0,5.0,5.5,6.5,5.5,5.5,6.0,0.0,5.5,6.0,6.0,4.5,6.0,6.5,6.0,6.5,6.0,6.5,6.0,10.0,6.0,0.0,6.0,6.5,6.0
SUSO,7.5,5.5,5.5,5.5,5.0,5.5,6.0,5.5,10.0,0.0,5.0,0.0,6.5,7.5,5.5,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CASTILLEJO,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.5,6.5,6.5,6.0,6.0,7.5,6.0,5.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,5.5
RAFAEL LEAO,0.0,0.0,6.0,6.5,9.5,7.0,5.5,5.0,0.0,5.0,6.0,0.0,6.0,0.0,6.5,5.0,5.5,10.0,7.0,6.0,5.5,0.0,0.0,0.0,5.5,9.5,0.0,10.0,0.0,10.5,5.5,5.0,7.5,0.0,5.5,9.5,7.0,5.5
PIATEK,5.0,9.0,5.0,9.0,5.0,5.0,10.0,5.5,5.5,5.5,5.5,4.5,5.0,10.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
GIAMPAOLO,6.5,6.5,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
MERET,2.5,8.0,0.0,5.0,0.0,7.5,8.0,0.0,3.0,8.5,0.0,5.0,0.0,5.0,4.5,5.5,2.0,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,5.0,5.5,0.0,5.0,0.0,4.0,0.0,4.0,0.0,2.5
DI LORENZO,9.0,7.5,0.0,5.5,6.0,6.5,6.5,5.5,5.5,5.5,5.5,5.5,6.0,6.5,6.0,6.5,5.0,5.0,5.0,5.5,7.5,5.0,6.0,7.5,10.0,6.0,0.0,5.0,5.0,0.0,9.0,5.0,0.0,6.0,6.0,0.0,6.0,5.5
MANOLAS,8.5,0.0,0.0,6.0,9.5,6.5,6.5,0.0,0.0,5.5,0.0,0.0,5.5,6.0,6.0,6.0,5.0,6.0,5.0,6.5,5.5,0.0,6.0,6.0,10.0,0.0,0.0,0.0,6.5,6.0,0.0,9.5,5.5,0.0,6.0,0.0,5.0,6.0
KOULIBALY,2.0,6.5,6.5,4.0,0.0,0.0,6.0,6.0,5.0,6.0,7.0,6.5,4.5,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,6.5,6.0,6.0,5.5,0.0,7.0,0.0,6.0,5.5,6.5,6.0,5.5,5.0
MARIO RUI,6.5,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,5.5,6.0,5.5,0.0,6.5,6.0,5.5,0.0,6.5,0.0,0.0,6.5,4.5,8.0,6.5,5.5,0.0,6.0,5.0,0.0,5.5,5.5,5.0
GHOULAM,5.0,0.0,6.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
ALLAN,6.0,0.0,0.0,5.0,6.5,6.5,6.0,7.5,0.0,0.0,0.0,6.5,0.0,0.0,5.0,10.0,5.5,6.0,5.5,0.0,0.0,0.0,0.0,0.0,-0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.5,5.5,0.0,5.0
ELMAS,5.0,6.5,5.5,0.0,6.0,0.0,0.0,5.0,0.0,0.0,6.0,4.5,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,6.5,5.0,0.0,0.0,7.5,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,-0.5,6.0
ZIELINSKI,6.5,6.5,6.5,5.5,5.5,5.0,5.5,5.5,5.5,6.0,6.0,5.5,5.5,10.0,5.0,6.0,6.5,6.0,5.0,10.0,7.5,4.5,6.0,6.0,6.5,6.5,0.0,6.0,6.0,0.0,6.0,6.0,6.5,6.0,8.0,6.5,6.0,5.0
CALLEJON,7.0,6.5,6.0,5.5,8.0,5.5,6.0,6.0,7.5,5.5,5.5,5.0,0.0,5.0,5.0,6.0,7.5,5.0,5.0,7.0,6.0,9.5,6.0,0.0,0.0,0.0,10.0,6.0,9.5,0.0,7.5,6.0,5.0,6.0,6.0,0.0,5.5,11.0
RUIZ,5.0,5.5,9.5,0.0,6.0,6.5,7.5,6.5,7.5,5.0,5.0,0.0,5.0,6.0,5.0,4.5,5.0,5.5,5.5,5.5,0.0,0.0,6.5,10.0,6.0,6.0,9.5,5.0,6.5,7.5,6.5,6.0,7.5,6.0,5.5,0.0,10.0,6.5
INSIGNE,5.5,6.0,10.0,5.5,0.0,5.0,7.5,6.0,6.0,5.5,5.5,5.5,6.5,5.5,5.0,6.0,6.5,6.5,5.5,10.5,6.5,5.5,6.0,10.0,8.0,6.5,6.5,5.5,10.5,7.5,6.0,6.0,6.0,9.5,5.5,6.0,10.0,15.0
MERTENS,5.0,13.5,0.0,6.5,10.0,5.5,5.5,5.5,6.0,5.5,5.5,6.0,5.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,9.5,7.5,10.0,5.5,7.5,6.0,10.0,5.0,6.0,9.5,10.0,5.5,5.5,0.0,7.0,0.0,9.5,10.5
HYSAJ,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,6.5,5.0,0.0,0.0,0.0,5.5,5.0,5.5,5.5,6.0,5.5,0.0,7.0,0.0,6.0,5.5,6.0,0.0,0.0,6.0,0.0,6.0,7.0,0.0,10.0,6.0,0.0,0.0
ANCELOTTI,5.0,6.0,6.5,5.0,6.5,5.0,6.5,5.5,5.0,5.0,4.5,5.5,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
PAU LOPEZ,5.5,4.0,5.5,3.5,7.0,5.0,7.5,5.0,7.5,5.0,5.0,7.0,5.0,0.0,5.5,5.5,4.0,4.5,5.5,3.5,1.5,3.0,4.5,7.0,5.5,0.0,0.0,0.0,4.5,5.0,0.0,5.0,3.5,5.0,5.0,3.0,0.0,2.5
FLORENZI,5.5,6.0,5.5,5.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.5,0.0,0.0,8.0,6.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
ZAPPACOSTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,5.5,5.5,0.0,0.0,6.0,0.0,7.5,0.0,6.0,6.0,5.5
FAZIO,6.0,6.0,6.5,5.5,0.0,0.0,0.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.5,0.0,0.0,5.0,5.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5
JUAN JESUS,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5
MANCINI G,5.5,6.0,4.5,0.0,6.5,5.0,6.5,6.0,6.5,7.0,5.5,10.0,5.0,6.0,0.0,7.0,5.0,6.0,6.5,6.0,3.5,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
KOLAROV,9.0,8.0,10.0,5.0,2.0,5.5,5.5,5.0,11.5,2.0,6.0,6.0,5.5,6.0,5.5,9.5,4.5,4.5,0.0,-0.5,0.0,5.5,0.0,10.0,7.5,6.5,0.0,5.5,0.0,6.0,6.0,6.5,5.5,9.5,6.5,6.0,0.0,10.0
CRISTANTE,5.5,10.0,6.0,5.0,-0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.5,4.5,3.5,0.0,6.0,6.0,7.5,6.0,5.0,5.0,4.5,0.0,5.5,6.0,6.0,6.0,6.0,5.5,5.5
PELLEGRINI LO,6.5,10.5,7.5,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,5.5,7.0,10.5,5.5,5.0,7.5,6.5,5.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
UNDER,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,6.0,6.0,5.5,0.0,0.0,0.0,0.0,5.5,10.0,7.0,5.0,5.5,0.0,10.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,10.0
ZANIOLO,6.0,6.0,5.0,4.5,5.5,6.5,5.5,10.0,10.0,10.0,5.0,5.5,0.0,5.5,6.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,5.5,0.0,10.0,6.0,5.5,7.5,5.5
KLUIVERT,5.5,10.0,5.5,0.0,6.5,6.5,4.0,0.0,10.5,6.0,6.0,5.5,9.5,0.0,0.0,0.0,0.0,0.0,6.0,5.5,4.5,0.0,6.0,6.0,9.5,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5
PASTORE,5.5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DZEKO,6.5,10.5,9.5,5.5,10.0,5.5,6.0,10.5,6.5,6.5,5.0,10.0,6.5,6.0,6.5,13.0,5.5,6.5,9.5,9.5,9.5,5.5,10.0,11.5,0.0,14.0,5.0,5.5,6.5,6.0,6.5,9.5,8.0,0.0,7.0,10.5,0.0,10.5
FONSECA,6.0,7.5,6.0,5.0,6.5,4.5,6.0,7.0,7.5,7.5,5.5,7.0,7.0,6.5,7.0,7.5,4.5,7.0,7.0,7.0,4.5,5.0,5.0,7.0,7.0,6.5,5.0,4.5,5.5,6.5,6.5,6.5,6.0,7.0,7.0,7.0,7.0,5.5
AUDERO,1.5,4.0,7.0,4.5,2.5,4.0,7.0,4.5,5.0,7.0,6.5,5.0,1.5,5.0,7.0,4.0,7.5,5.0,1.0,7.0,1.5,5.0,0.0,3.5,3.5,5.0,4.0,5.0,7.5,4.5,4.5,7.5,4.5,3.5,3.5,0.0,0.0,4.0
BERESZYNSKI,5.0,6.0,6.5,5.0,5.0,5.0,5.5,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.5,0.0,6.0,4.5,5.0,5.5,5.0,5.5,5.5,6.5,5.0,6.0,6.0,2.5,4.0,0.0,4.0,0.0,4.5
MURILLO,4.5,5.0,6.5,4.0,0.0,0.0,6.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
COLLEY,4.0,0.0,7.0,5.5,6.0,0.0,6.0,5.0,5.5,6.0,6.5,6.0,5.5,6.0,6.0,6.5,6.0,0.0,3.0,6.0,5.5,4.5,5.5,5.5,0.0,0.0,6.5,6.0,6.5,6.5,6.5,6.0,0.0,4.5,0.0,4.0,6.0,4.5
MURRU,5.0,5.5,6.0,5.5,5.0,2.5,6.0,4.5,6.0,6.0,6.5,6.0,6.0,6.0,6.5,5.0,6.0,5.5,4.5,0.0,0.0,5.0,3.0,6.5,0.0,0.0,5.0,6.0,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,4.5
EKDAL,5.5,6.5,6.0,6.0,6.0,5.5,6.0,6.0,5.0,5.5,6.0,6.5,6.0,5.5,6.0,0.0,0.0,0.0,5.5,5.0,6.5,6.0,0.0,0.0,6.0,5.5,5.0,6.0,6.0,6.0,7.0,6.0,5.5,5.5,0.0,0.0,0.0,5.0
VIEIRA,3.5,0.0,5.5,5.0,6.0,5.0,5.5,7.5,4.5,6.0,6.5,0.0,5.5,5.0,5.0,0.0,6.0,5.5,4.5,5.5,6.0,0.0,5.5,-0.5,5.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.0,6.0,5.5
LINETTY,0.0,6.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,5.5,8.0,5.5,5.5,11.5,9.0,6.5,5.0,6.0,5.0,4.5,5.0,6.0,5.5,0.0,14.0,6.5,6.0,6.5,0.0,5.5,5.5,5.5,6.0,5.5
LERIS,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,10.0,6.0
GABBIADINI,0.0,6.0,10.0,5.5,0.0,5.5,5.5,9.5,0.0,5.5,0.0,10.0,7.5,5.0,10.0,5.5,5.0,6.0,5.5,5.0,9.5,5.5,9.0,0.0,5.5,10.0,6.0,6.0,9.5,6.5,10.0,10.0,0.0,10.0,6.0,6.0,5.5,6.0
BONAZZOLI,0.0,0.0,0.0,10.0,6.5,4.5,6.5,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.5,0.0,0.0,6.0,6.5,5.5,9.5,5.5,0.0,0.0,10.0,13.5,10.0,6.5,0.0,0.0,0.0,6.0
QUAGLIARELLA,9.0,6.0,5.5,0.0,5.5,5.0,6.0,5.5,5.0,0.0,5.5,6.0,15.0,2.0,5.0,0.0,5.0,13.5,0.0,6.0,10.5,11.0,5.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,10.0,6.0,11.5,6.0,5.5,5.5,2.0,5.0
CAPRARI,5.0,5.0,0.0,5.5,6.0,5.5,0.0,5.5,0.0,10.0,6.0,6.0,5.5,0.0,6.0,8.0,0.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
JANKTO,5.5,0.0,0.0,0.0,10.0,5.0,5.5,5.5,0.0,5.5,5.5,6.0,6.0,5.0,0.0,5.0,5.5,13.0,5.5,0.0,6.0,6.0,5.5,5.0,6.0,6.0,0.0,6.5,7.0,5.5,0.0,9.0,6.5,6.5,5.0,5.5,6.0,5.5
DI FRANCESCO,4.5,5.5,7.0,5.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
CONSIGLI,5.5,1.5,7.5,9.5,2.5,0.0,2.0,7.5,4.5,4.0,5.0,3.0,0.0,0.0,0.0,0.0,4.5,3.5,5.0,7.0,4.5,4.0,5.0,1.5,7.5,3.0,2.5,0.0,4.0,5.0,5.0,2.0,0.0,4.5,3.5,7.5,5.5,4.5
TOLJAN,0.0,5.5,6.0,6.5,4.0,5.0,6.0,6.5,5.5,9.5,6.0,6.5,6.0,7.0,5.5,0.0,5.5,5.5,5.5,6.0,8.5,6.0,5.5,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.5,6.5,6.0,5.0
MULDUR,8.0,6.0,0.0,6.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.5,10.0,10.5,7.0,5.5,6.5,5.5,5.0,5.0,0.0,0.0,6.0
MARLON,6.0,4.5,0.0,0.0,0.0,6.5,5.0,6.5,5.5,6.5,5.5,6.5,6.0,6.0,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.0,0.0,0.0,0.0,4.5,0.0,7.0,6.0,5.5,5.5,6.0,6.5,0.0,4.5
FERRARI G,6.0,4.5,5.5,6.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,0.0,0.0,6.0,6.0,4.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
ROGERIO,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.5,0.0,0.0,0.0,0.0,5.0,5.5,10.0,5.5,0.0,6.0,6.5,0.0,6.0,6.5,6.0,6.5,5.5,5.0
PELUSO,6.0,5.0,5.5,0.0,5.0,0.0,5.0,5.0,6.0,0.0,0.0,6.5,0.0,5.5,0.0,5.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,6.5,0.0,4.5,0.0,5.5,0.0,0.0,5.0,5.5
