,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37
PAVOLETTI,13.5,6.0,4.0,6.0,0.0,0.0,0.0,5.5,9.5,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
OCAMPOS,5.0,6.0,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,9.5,7.0,0.0,5.0,0.0,6.0,6.0,6.0,9.0,0.0,0.0,5.0,0.0,5.5,5.5,5.5,6.5,5.5,0.0,0.0,6.5,5.5,7.0,0.0,0.0,6.0,6.5
RIGONI,6.0,6.0,5.0,6.0,6.0,5.5,6.0,9.5,7.0,5.5,5.0,5.5,7.0,6.0,5.5,7.0,0.0,6.0,4.5,6.5,0.0,0.0,5.5,4.5,5.5,5.0,0.0,0.0,4.5,5.0,5.0,0.0,5.5,6.0,4.5,9.5,0.0,9.0
JURIC,7.0,7.0,5.0,6.5,6.0,6.0,5.5,0.0,7.0,5.0,6.5,5.5,7.5,6.0,5.5,5.5,5.5,6.0,5.0,5.5,7.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.5,5.0,7.0,4.5,7.0,6.0,6.5
HANDANOVIC,5.0,6.5,4.5,7.5,4.5,5.0,1.0,4.5,5.0,5.0,7.0,4.0,3.5,3.5,7.5,8.0,8.0,5.5,5.0,7.0,7.0,5.5,8.5,7.5,3.5,5.0,5.5,4.0,3.5,4.5,4.0,4.5,6.0,5.0,4.5,5.0,0.0,4.0
D'AMBROSIO,6.0,5.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,5.0,4.5,5.5,6.0,8.5,5.5,5.0,6.0,10.0,5.5,6.0,7.0,5.5,6.0,6.5,5.5,9.5,9.5,5.5,4.5,5.5,6.0,5.5,6.0,5.5,4.5
RANOCCHIA,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
MIRANDA,5.5,6.0,6.5,5.5,6.5,5.0,5.5,6.0,6.0,4.5,6.5,5.0,5.0,4.5,6.5,6.0,6.5,6.5,6.0,7.0,6.0,6.0,5.5,5.5,0.0,6.5,7.0,6.0,5.5,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0
CANDREVA,8.0,6.0,6.0,8.0,7.5,5.5,6.0,6.0,6.5,6.5,5.5,10.0,10.0,5.5,6.0,10.5,6.0,5.5,7.5,7.5,6.0,4.5,10.0,5.5,5.0,6.0,9.5,9.5,5.0,5.0,9.0,8.5,5.5,1.0,5.5,6.5,7.0,4.5
PERISIC,6.0,5.5,10.0,6.5,10.0,5.5,6.5,6.0,0.0,6.5,10.0,9.5,6.5,5.0,6.0,5.0,5.5,13.5,10.0,5.5,7.5,3.5,0.0,6.0,7.0,13.5,6.0,5.0,5.0,5.5,8.0,11.0,5.5,5.5,5.0,7.5,12.5,5.5
MEDEL,6.0,5.0,6.0,6.0,5.5,5.5,5.5,5.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,6.5,6.5,5.5,7.0,6.5,6.5,5.5,4.5,6.0,4.0,5.0,4.5,0.0,6.0,6.0,4.5
BANEGA,5.5,7.5,6.5,0.0,5.5,10.0,6.0,0.0,6.5,5.0,5.5,0.0,6.5,6.0,0.0,6.0,11.5,5.5,6.0,5.5,0.0,0.0,0.0,6.0,0.0,11.5,20.0,5.0,7.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.5
BROZOVIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,6.5,7.0,5.5,9.0,5.0,13.5,6.0,7.0,5.5,0.0,6.0,7.5,5.5,0.0,0.0,5.0,0.0,0.0,6.0,4.0,0.0,0.0,5.5,4.5,0.0,5.0,6.0,10.0,5.5
KONDOGBIA,5.0,0.0,0.0,6.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,6.5,5.5,4.5,0.0,0.0,6.5,5.5,7.0,6.0,0.0,6.0,6.0,0.0,6.0,5.5,7.0,9.5,5.5,6.5,6.5,5.0,0.0,4.0,0.0,0.0,6.5,5.5
NAGATOMO,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,7.0,0.0,0.0,6.0,0.0,0.0,5.5,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,4.0,4.5,5.0,5.0,6.0,5.0
ICARDI,9.5,13.5,12.0,13.5,5.5,4.0,1.5,5.0,14.0,5.0,15.0,4.5,13.5,5.0,6.0,5.5,14.0,7.0,10.5,5.5,7.5,5.0,0.0,0.0,10.0,10.0,17.5,6.0,4.5,4.5,10.0,16.5,5.0,4.5,5.5,0.0,0.0,4.5
EDER,5.5,6.0,6.0,5.5,5.5,0.0,5.5,9.0,7.0,6.5,7.5,0.0,0.0,5.5,5.0,0.0,0.0,0.0,9.5,0.0,9.5,5.0,11.5,5.5,5.5,6.5,0.0,6.5,6.0,6.5,5.5,5.5,5.5,5.0,9.5,9.0,14.5,5.0
PALACIO,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.5,0.0,6.0,0.0,7.0,0.0,0.0,0.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,0.0,0.0,6.5,0.0
DE BOER,5.0,6.5,7.5,7.0,6.5,5.5,5.0,4.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
BUFFON,7.5,5.0,4.0,7.0,7.0,7.0,4.5,5.0,0.0,5.0,5.5,0.0,3.5,5.0,5.0,7.0,7.0,0.0,3.5,7.0,7.5,7.0,8.0,5.0,0.0,4.5,5.0,7.0,5.0,7.0,0.0,0.0,4.5,0.0,2.5,7.0,0.0,5.0
BARZAGLI,6.0,0.0,4.5,6.5,6.5,6.0,7.0,7.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,6.5,6.0
BONUCCI,0.0,6.5,5.5,0.0,6.0,6.5,6.0,5.5,6.5,10.0,6.0,5.5,4.0,0.0,0.0,0.0,5.5,0.0,5.0,6.5,6.0,6.0,6.5,6.0,6.5,9.5,6.0,0.0,6.0,5.5,0.0,10.0,6.0,6.0,5.5,6.5,0.0,6.0
CHIELLINI,6.5,6.0,5.5,6.0,0.0,6.0,0.0,0.0,13.0,5.5,0.0,0.0,0.0,6.5,6.0,6.5,0.0,6.0,4.0,6.5,6.5,6.5,5.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,7.5
DANI ALVES,6.0,0.0,0.0,10.0,5.5,0.0,0.0,4.5,5.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,6.0,7.5,5.0,0.0,0.0,0.0,0.0,9.5,0.0,6.0,5.5,0.0,6.5
KHEDIRA,10.0,7.5,5.0,0.0,6.0,5.0,0.0,5.5,6.0,6.5,0.0,11.5,5.5,6.0,5.5,6.0,6.0,7.0,4.5,6.0,10.0,5.5,6.0,6.0,0.0,6.0,5.5,6.0,10.0,6.0,0.0,7.5,5.5,5.0,0.0,0.0,6.0,10.0
HERNANES,0.0,6.0,0.0,6.0,0.0,5.5,4.5,6.0,0.0,5.0,5.5,10.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEMINA,5.0,6.5,0.0,7.0,5.5,6.5,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,9.5,6.0,0.0,6.5
ASAMOAH,6.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,6.5,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.5,7.5,5.0,0.0,6.5,6.5,0.0,5.5,6.0,0.0,6.0,7.0
ALEX SANDRO,5.5,6.5,8.0,7.5,6.5,7.5,6.5,5.5,6.0,6.0,6.0,7.0,2.5,10.0,6.5,5.5,0.0,0.0,4.0,0.0,8.0,6.5,6.0,0.0,10.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,5.0
DYBALA,8.0,8.0,5.5,6.5,0.0,10.0,13.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,9.5,4.5,10.0,6.5,6.5,7.5,15.0,6.0,7.0,10.0,6.0,0.0,8.5,6.0,10.5,6.0,5.5,6.0,11.5,10.0,6.5
EVRA,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANDZUKIC,5.0,6.0,5.0,0.0,5.0,0.0,5.0,5.5,10.0,5.5,10.0,11.5,5.5,11.0,5.5,6.5,10.0,6.0,0.0,8.0,7.0,6.0,5.5,0.0,6.5,5.5,0.0,6.0,5.5,0.0,6.5,10.5,5.5,5.5,5.0,10.0,6.0,6.0
HIGUAIN,6.0,13.5,6.0,10.0,6.0,13.5,6.0,5.5,6.0,10.0,5.0,6.0,5.5,6.5,13.5,10.5,10.0,13.5,9.5,10.0,11.5,6.0,13.5,11.0,6.0,5.0,6.0,5.0,6.0,13.5,13.5,6.5,5.5,10.0,7.0,6.5,5.5,10.0
ALLEGRI,6.0,7.5,5.0,7.0,6.0,7.0,7.0,5.0,7.5,7.0,7.0,6.5,4.5,6.0,7.0,7.0,7.0,7.0,5.0,7.0,8.0,7.0,7.0,7.0,7.5,5.5,6.5,6.5,6.5,6.5,7.0,7.0,6.5,6.0,5.5,7.0,7.0,7.0
MARCHETTI,5.0,5.5,7.5,0.0,0.0,0.0,5.0,4.0,5.5,5.5,6.0,0.0,0.0,3.0,7.0,9.0,2.5,7.5,5.0,3.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
BASTA,5.5,4.5,6.0,6.0,0.0,0.0,0.0,5.5,0.0,6.5,6.0,6.0,7.5,6.0,6.0,0.0,5.5,6.5,0.0,0.0,6.0,6.5,5.5,6.0,6.0,6.5,6.5,6.0,0.0,5.0,5.5,0.0,10.5,0.0,0.0,5.5,4.5,7.0
DE VRIJ,6.0,9.5,7.0,5.5,6.5,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.5,5.0,6.5,6.5,5.0,5.5,7.5,6.0,0.0,6.0,6.5,6.0,6.5,6.0,0.0,6.0,7.5,6.5,10.0,0.0,5.5,0.0,6.0
HOEDT,0.0,0.0,0.0,0.0,0.0,6.5,5.0,5.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,5.5,5.5,6.0,6.5,6.0,6.5,6.5,6.5,5.0,6.0,5.0,5.0,5.5,9.5,4.5,2.0,0.0,9.5
LUKAKU,6.5,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.5,0.0,0.0,0.0,0.0,7.0,0.0,6.5,6.0,6.0,5.5,6.0,7.0,6.5,0.0,0.0,5.0
PAROLO,6.0,5.5,5.5,4.5,5.5,6.5,5.0,4.5,6.0,6.5,6.0,5.5,6.0,5.5,9.0,0.0,5.0,6.0,5.5,5.5,6.5,21.0,6.0,6.5,6.5,6.5,5.5,6.0,6.5,5.0,6.0,6.5,6.0,0.0,5.5,0.0,0.0,6.0
BIGLIA,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,6.0,4.5,5.5,9.5,5.5,2.0,5.0,5.5,5.5,7.0,9.5,5.5,0.0,5.5,6.5,5.0,6.5,0.0,6.5,6.5,7.0,7.5,0.0,6.0,5.0,7.5
MILINKOVIC-SAVIC,5.5,5.5,10.5,6.0,5.0,7.5,5.0,0.0,0.0,6.5,6.5,6.0,10.0,5.5,10.0,8.0,5.0,6.0,9.5,6.5,4.5,7.0,6.0,6.0,5.5,8.0,5.0,0.0,6.5,5.5,5.5,7.0,7.0,8.0,0.0,6.0,6.0,7.5
CATALDI,0.0,0.0,8.0,5.5,5.0,0.0,6.0,4.5,6.5,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,0.0,5.0,5.5,5.5,4.5,5.5,0.0,5.5,0.0,0.0,6.0,5.5,0.0,6.0,5.5,0.0,6.0,9.5
LOMBARDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,4.5,0.0,0.0,6.0,3.0,5.0,0.0,9.5
WALLACE,0.0,0.0,0.0,0.0,7.0,0.0,6.0,5.5,3.0,6.0,6.5,10.0,6.5,4.0,6.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,4.5,0.0,6.5,5.5,5.5,0.0,5.5,5.5,5.5
IMMOBILE,6.5,5.5,10.0,5.0,6.5,13.5,9.0,10.0,13.5,10.0,5.5,6.5,6.5,5.5,5.5,7.0,5.5,9.5,9.5,5.0,0.0,11.0,5.5,10.0,10.0,13.5,9.5,5.0,10.0,5.0,5.5,13.5,0.0,13.5,5.5,5.5,9.5,9.5
KISHNA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
DJORDJEVIC,6.0,0.0,6.0,5.0,0.0,6.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5
INZAGHI S,5.5,6.5,7.0,5.0,6.5,7.5,6.0,6.0,7.0,7.0,6.5,7.0,6.5,5.5,7.0,6.5,5.0,6.5,6.0,5.5,5.0,8.0,5.5,6.5,6.5,7.0,7.0,6.0,7.0,4.5,6.5,7.5,8.0,7.0,5.5,6.0,5.5,6.5
DONNARUMMA G,3.0,5.0,7.5,7.5,7.5,3.5,5.0,7.5,3.0,7.5,4.5,4.0,4.5,5.5,4.5,7.5,8.0,7.5,8.0,4.0,4.0,5.5,6.0,5.0,7.5,5.5,5.5,7.0,3.5,7.0,3.5,4.5,5.5,3.0,5.0,7.0,3.5,8.5
ABATE,4.5,5.0,5.5,0.0,0.0,5.0,5.5,5.5,0.0,5.5,5.5,5.5,7.5,6.0,6.0,6.0,5.0,6.0,4.5,6.0,5.5,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
PALETTA,0.0,6.0,6.5,6.5,6.0,9.5,5.5,7.0,3.5,0.0,6.5,6.0,0.0,7.5,6.0,6.5,3.0,7.0,6.0,6.0,6.5,5.5,0.0,6.0,5.5,0.0,6.0,6.5,2.5,0.0,0.0,5.0,9.5,3.0,0.0,6.0,3.5,4.0
ROMAGNOLI A,4.5,6.0,6.0,6.0,6.5,0.0,6.5,6.5,5.0,6.5,5.5,0.0,5.5,5.5,5.5,6.5,6.0,6.5,3.5,0.0,5.0,5.5,0.0,0.0,0.0,7.5,5.0,0.0,6.5,6.0,9.0,0.0,0.0,0.0,6.0,6.5,0.0,5.5
ANTONELLI,0.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
KUCKA,3.0,0.0,0.0,7.5,6.5,6.0,10.5,6.0,3.0,6.0,5.5,5.0,6.0,-0.5,0.0,6.5,3.5,0.0,6.0,10.0,6.0,5.5,0.0,10.0,4.5,0.0,6.0,6.0,5.5,6.5,4.0,0.0,4.0,0.0,5.0,0.0,5.5,6.5
MONTOLIVO,5.5,6.0,5.5,6.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,5.0
BONAVENTURA,6.0,5.5,5.5,6.0,6.0,10.0,6.5,6.5,6.5,10.0,6.0,7.0,6.5,0.0,0.0,6.0,0.0,6.5,6.5,6.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SUSO,9.5,6.5,7.5,6.5,6.5,6.5,6.0,7.0,6.0,6.5,10.0,14.0,11.5,6.0,6.0,5.5,6.5,6.5,6.0,6.0,7.5,6.0,10.0,5.5,6.0,6.0,0.0,0.0,0.0,11.5,7.5,1.0,6.5,5.0,5.5,0.0,6.0,6.0
BACCA,5.0,4.5,10.5,10.0,5.5,9.0,6.5,6.0,5.0,5.5,5.0,6.0,0.0,0.0,0.0,0.0,4.5,9.5,9.5,5.0,5.0,4.5,0.0,5.0,9.5,10.0,10.0,0.0,6.5,10.0,6.5,5.0,0.0,0.0,5.5,5.0,2.5,17.0
NIANG,8.5,0.0,5.5,9.5,5.0,8.0,10.0,6.0,5.5,5.0,0.0,5.5,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
BERTOLACCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,0.0,6.0,9.5,6.0,0.0,5.5,0.0,6.0,6.0,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0
POLI,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUIZ ADRIANO,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONTELLA,6.5,4.0,6.5,7.0,6.5,6.0,6.5,7.5,5.0,6.5,6.5,6.0,7.0,6.5,6.0,5.5,6.5,7.0,6.0,6.0,5.0,5.0,6.0,6.5,6.0,7.0,6.0,7.0,5.5,7.5,6.0,5.5,5.0,4.0,5.0,7.0,5.5,6.5
REINA,3.5,7.0,4.0,8.0,7.0,5.5,3.0,5.5,8.0,4.0,4.0,5.0,5.0,8.5,7.0,2.0,2.5,5.0,5.0,5.0,5.0,9.0,7.0,5.5,3.5,7.0,7.5,3.5,0.0,7.5,7.0,3.5,7.0,5.0,7.0,5.5,3.0,4.0
HYSAJ,4.5,0.0,6.0,5.5,0.0,5.0,5.0,6.5,0.0,5.0,6.0,6.5,5.0,6.5,5.5,6.0,5.5,2.0,6.0,5.0,5.5,5.5,0.0,6.0,4.0,5.0,7.0,5.0,6.0,6.0,6.0,5.5,6.5,6.5,7.0,6.0,6.5,6.0
ALBIOL,5.5,6.0,6.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,5.5,0.0,6.5,7.0,6.0,7.0,6.5,0.0,5.5,6.5,0.0,5.5,5.5,6.5,6.5,7.0,6.5,6.5,5.5,6.0,0.0,5.0
KOULIBALY,5.0,6.0,6.0,6.5,6.0,4.5,7.5,6.0,6.5,6.0,6.5,7.0,6.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,0.0,7.0,7.0,0.0,7.0,6.0,6.5,5.5,6.5,0.0,6.5,9.5,7.0,5.0
GHOULAM,6.5,8.0,6.0,5.5,6.5,5.0,6.5,0.0,6.0,4.0,6.0,6.0,0.0,6.0,0.0,6.0,5.0,0.0,0.0,0.0,5.5,8.0,6.5,5.5,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,6.0,9.0,8.0,6.0,6.0,5.5
ALLAN,5.5,6.0,6.5,5.5,6.0,0.0,5.5,6.0,6.5,5.5,0.0,6.0,5.0,0.0,0.0,6.0,6.0,5.5,7.5,6.0,5.0,6.0,6.0,6.5,0.0,0.0,0.0,6.5,5.5,7.5,9.5,6.0,6.0,0.0,8.0,0.0,0.0,5.5
VALDIFIORI,0.0,6.0,4.5,0.0,6.0,6.0,6.5,6.5,5.5,5.5,7.0,6.0,6.0,5.0,5.5,5.0,6.0,5.0,6.0,5.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,5.5
ZIELINSKI,6.0,7.5,6.5,6.0,7.0,6.0,0.0,6.0,5.5,5.5,6.0,6.0,0.0,11.5,10.5,6.5,6.5,6.5,7.5,6.0,6.5,9.5,10.0,10.0,4.5,5.5,6.0,0.0,6.0,7.0,0.0,6.0,6.5,5.5,9.5,6.5,6.5,6.0
HAMSIK,5.0,10.0,8.0,6.0,10.5,6.0,5.5,6.5,7.5,5.0,10.0,5.5,7.0,10.5,11.0,7.0,6.0,6.5,10.0,6.0,6.0,17.5,6.0,10.0,5.0,8.0,6.5,6.0,9.5,8.0,6.5,4.5,5.5,7.0,6.5,6.5,10.0,5.5
CALLEJON,14.5,13.5,10.0,6.0,7.5,5.0,5.5,10.5,7.5,10.0,6.0,7.5,6.5,8.0,6.5,9.5,6.5,7.5,6.0,9.5,5.5,5.5,0.0,6.0,5.0,6.0,6.0,6.5,5.5,10.0,10.0,7.5,10.0,6.0,15.0,6.5,11.5,6.0
MILIK,13.0,5.5,14.0,5.5,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.5
GABBIADINI,0.0,6.0,5.5,0.0,10.0,5.5,4.0,3.0,0.0,0.0,5.5,0.0,5.5,6.5,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
MERTENS,7.5,6.0,0.0,5.0,0.0,5.0,6.0,6.5,9.5,5.0,6.0,6.5,5.5,0.0,17.5,21.0,10.5,6.0,9.5,8.5,9.5,19.0,8.0,0.0,5.0,14.0,10.0,6.5,7.5,6.5,10.0,10.0,6.5,15.0,11.5,15.0,10.5,13.5
INSIGNE,6.0,8.0,7.5,5.5,7.5,5.0,6.0,0.0,6.0,7.0,5.0,13.5,10.0,10.0,8.0,6.5,10.5,5.5,6.0,10.5,5.0,10.0,6.5,11.5,5.5,8.0,13.5,13.5,6.0,14.0,6.5,6.0,7.0,10.0,10.5,10.5,12.0,5.0
SARRI,5.5,7.0,7.0,5.5,7.0,5.5,5.0,7.0,6.5,5.5,6.0,7.0,6.0,8.0,7.5,7.0,6.5,6.5,7.0,7.0,5.0,9.0,7.0,7.0,5.0,6.0,7.0,6.5,7.0,7.5,7.0,6.0,7.0,7.0,7.0,7.5,7.5,6.0
POSAVEC,5.5,2.0,4.5,8.0,6.5,5.0,1.5,0.5,3.0,4.0,4.0,2.0,5.0,4.5,4.0,3.5,5.5,5.0,1.0,5.5,5.0,7.0,2.5,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.5
CIONEK,0.0,0.0,0.0,5.0,5.0,6.5,6.0,5.0,5.0,5.5,5.0,4.5,0.0,5.5,5.5,4.5,6.0,4.5,0.0,6.0,0.0,5.5,0.0,0.0,5.5,5.5,6.0,6.0,0.0,5.5,4.5,0.0,6.5,6.0,6.5,5.5,6.5,6.0
VITIELLO,6.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
EMBALO,0.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.5,5.0,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAJKOVIC,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
RISPOLI,9.5,5.0,6.5,7.0,6.0,6.0,6.0,5.5,6.0,7.0,0.0,5.5,0.0,5.5,6.5,10.0,6.0,6.0,6.5,5.5,7.5,6.0,5.0,6.0,7.0,10.0,0.0,0.0,6.5,4.5,0.0,13.0,6.5,0.0,10.0,6.0,7.5,6.5
HILJEMARK,6.0,5.5,6.0,6.0,0.0,5.0,5.0,0.0,5.0,5.5,6.0,5.0,0.0,5.5,5.0,5.5,0.0,0.0,0.0,0.0,9.0,5.0,5.0,5.5,6.0,9.5,6.5,5.5,5.0,5.5,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0
GAZZI,5.5,6.0,6.0,6.0,6.5,4.5,0.0,5.0,5.5,0.0,6.5,6.0,0.0,0.0,0.0,7.0,6.0,6.5,0.0,4.5,0.0,0.0,6.0,0.0,5.5,6.0,5.5,4.0,5.0,0.0,0.0,3.5,5.5,6.5,0.0,0.0,0.0,5.5
